id	filename	md5	size	state
0806696e-ae4f-4dec-8a4a-c955616bd2a6	0806696e-ae4f-4dec-8a4a-c955616bd2a6/2897700d-350b-4288-8d03-53aa44a11278.wxs.aliquot_ensemble_masked.maf.gz	91aa7e7293f0cf3394ef509cc1371ed1	118742	validated
0aa4fbc1-ec6c-4376-b2c7-5e796584d234	0aa4fbc1-ec6c-4376-b2c7-5e796584d234/df6491d4-98ff-4a0b-b88d-780b7ca73d11.wxs.aliquot_ensemble_masked.maf.gz	3a89a33e7d6de325a81e9840836e4e9a	315931	validated
157223aa-aab5-4522-8ff2-8104ea3561d9	157223aa-aab5-4522-8ff2-8104ea3561d9/e40ae18a-9f57-4069-b99f-260c93b52e9f.rna_seq.augmented_star_gene_counts.tsv	11b684d65c727ce1b971cdf37acb6ad2	4257201	validated
19523b40-a72b-47d3-acad-9720a26128ed	19523b40-a72b-47d3-acad-9720a26128ed/8c2b89a9-e994-46d9-b215-30882f4f1950.rna_seq.augmented_star_gene_counts.tsv	273c60e8e8cd3e9ffd6940bb766eb8d7	4243392	validated
2b0cc3f6-f655-432b-9858-393c4474e83a	2b0cc3f6-f655-432b-9858-393c4474e83a/28359c41-11ef-49fa-8492-908f1ae94f71.wxs.aliquot_ensemble_masked.maf.gz	7fa30761ca14d2faf3c0494cf079c77c	54483	validated
2fd7f864-8f3a-4299-8890-d0347ff9b074	2fd7f864-8f3a-4299-8890-d0347ff9b074/29c9686d-6d95-48dd-890d-7b3b3b4ce4ec.rna_seq.augmented_star_gene_counts.tsv	457ae7b6f2e986b263c3f2f6b113007d	4228004	validated
375b3bd6-5e82-45ab-836d-8a9eba4979c5	375b3bd6-5e82-45ab-836d-8a9eba4979c5/37718b82-57fd-43dd-9d64-f74198e25292.wxs.aliquot_ensemble_masked.maf.gz	7756be25dedc8f585f47ab526e16439e	146685	validated
3b96d6ce-5667-4922-bca9-ae6cf720842e	3b96d6ce-5667-4922-bca9-ae6cf720842e/881cab3e-c794-4513-919e-eb0f9bbdf6aa.wxs.aliquot_ensemble_masked.maf.gz	1eec814ae0dd8b651f68f6d1f314e432	43936	validated
3bacccce-8f3a-4e58-80fc-e9e1a24220ad	3bacccce-8f3a-4e58-80fc-e9e1a24220ad/0f819290-8588-4f17-8687-b4e9a7afc70b.wxs.aliquot_ensemble_masked.maf.gz	e9fae74bf7bba106ab8a47826dd4b0de	79466	validated
670d1318-172a-46a6-b896-f4aeb497a6b8	670d1318-172a-46a6-b896-f4aeb497a6b8/26637939-1a76-47bf-bf4b-28e56e0281f0.wxs.aliquot_ensemble_masked.maf.gz	e22880716b355ea3b0bf9a0de522a465	124046	validated
68eb5f94-0f57-494d-b54b-e7747bd89175	68eb5f94-0f57-494d-b54b-e7747bd89175/e0957168-e3b6-41b0-a539-b4635e322221.wxs.aliquot_ensemble_masked.maf.gz	b76b8c8c10dc101d6eaf2214512bfb29	24877	validated
7079a45a-d00b-44f3-9b0d-8c686180966b	7079a45a-d00b-44f3-9b0d-8c686180966b/1ba54adc-765f-403a-8987-61f94db2a65b.rna_seq.augmented_star_gene_counts.tsv	c22797ca81cf34161df6568ef15cf833	4221087	validated
75969880-a360-4e72-afe4-752dd6f04289	75969880-a360-4e72-afe4-752dd6f04289/b9a5766c-e155-423e-a075-10fb14fe87df.rna_seq.augmented_star_gene_counts.tsv	884eeaa5daa609312d1cc7a362bae463	4227153	validated
7b27b23a-d94c-4a9e-bf22-d8209a4bc6ef	7b27b23a-d94c-4a9e-bf22-d8209a4bc6ef/b949ed76-60a2-4a59-b14f-0d215e69b71b.rna_seq.augmented_star_gene_counts.tsv	c04bd756c82c4766f98087ace39716ee	4203218	validated
7c59b296-82f3-4bd4-978b-5cae1cbef1e8	7c59b296-82f3-4bd4-978b-5cae1cbef1e8/8eabe76e-2392-4796-9c4d-a69f5514ec99.rna_seq.augmented_star_gene_counts.tsv	1be1fec6ff71cdca7dba6d2d2857a60b	4250447	validated
835d2360-3e00-4c3c-9d01-039a2915bd4c	835d2360-3e00-4c3c-9d01-039a2915bd4c/4c7083b3-eccc-4d80-a31d-6fd3cd0222b4.rna_seq.augmented_star_gene_counts.tsv	cd711cc97c657c3af4ca32fa4e7f3734	4231830	validated
860b5719-8396-47cb-b70a-016f121240fe	860b5719-8396-47cb-b70a-016f121240fe/f676396e-4927-4e80-802c-c47b5d453ca5.rna_seq.augmented_star_gene_counts.tsv	9f15126da5c2a0b1b018772cbb2acca4	4233353	validated
892294a6-6b94-4284-bae3-9eb0bdc853f6	892294a6-6b94-4284-bae3-9eb0bdc853f6/981bfd73-1d4c-47c0-870a-b9a6300858dc.rna_seq.augmented_star_gene_counts.tsv	6959c489a603e1f8d501b811b7446fb7	4230310	validated
8c1e1479-7719-4391-b758-89526fe6bb26	8c1e1479-7719-4391-b758-89526fe6bb26/4f32b0dd-1d38-4f67-9ea1-cd5a6fff7895.wxs.aliquot_ensemble_masked.maf.gz	65972bafb287ae275c03db5e1e9c1aaa	154058	validated
905dfe42-8d45-4d60-94ba-79211e2d977e	905dfe42-8d45-4d60-94ba-79211e2d977e/a899adcf-170f-49e3-b94f-53fcfcf6fcf7.wxs.aliquot_ensemble_masked.maf.gz	9655c06d0ff4c0d63c389c8581e7f26c	97946	validated
9ffe8343-d98f-4c5f-b29a-cbcbdac0c008	9ffe8343-d98f-4c5f-b29a-cbcbdac0c008/8536c3c1-1e75-4ebc-b792-30d7d228a117.rna_seq.augmented_star_gene_counts.tsv	c21ca32afb67a4dab1ec6d808c21afb9	4258988	validated
a0fce6cc-a525-4970-82b7-8512bb0708b3	a0fce6cc-a525-4970-82b7-8512bb0708b3/7d9c7c34-76e0-4622-b5f7-60e12f6d4e07.rna_seq.augmented_star_gene_counts.tsv	15cec03c65ac24e7da940cd4b9f99219	4252453	validated
a2a5eafe-27be-4d43-b8e6-8a6af772841f	a2a5eafe-27be-4d43-b8e6-8a6af772841f/22154f9d-6517-4fa0-9d64-de75bccc0d0e.wxs.aliquot_ensemble_masked.maf.gz	b9c73e5f29dfdb4938d431b3a5a0723d	116128	validated
a3d25a4c-b7d4-45bc-a6d3-4b82e82cd8a2	a3d25a4c-b7d4-45bc-a6d3-4b82e82cd8a2/7d335357-0873-4d0a-8267-6a5a58d799ed.wxs.aliquot_ensemble_masked.maf.gz	e9ed13ff4f855047da465805a86b6fab	112701	validated
