,logFC,AveExpr,t,P.Value,adj.P.Val,B
CYP4A11,-3.318312472775311,1.8815666836439433,-4.153856903990807,3.57462092591381e-05,8.581696507781303e-05,1.066355343609712
NKX6-2,-1.7601997176529687,-4.279018187193735,-4.1555842120755315,3.548217388714292e-05,8.520698194890058e-05,1.373485808644281
RP3-402G11.27,-0.9335671199138291,-2.527866514198585,-4.15593745482211,3.542840634809253e-05,8.508582010829067e-05,1.3461722724402687
RPL29P14,-1.1974672544868752,-4.642033814997236,-4.156930795984743,3.527762365877065e-05,8.473161960424638e-05,1.3838791314912253
RP11-387M24.5,-1.2176830495365318,-3.486337967793866,-4.157631853317982,3.517157537225532e-05,8.449271071795281e-05,1.3702147783910732
ESRP2,-1.12143687864919,3.449234190070907,-4.15775117520087,3.515355588760494e-05,8.445732234437397e-05,0.8827285495351225
MT-CYB,-1.172419171534802,12.651184610814504,-4.159237037164425,3.492990157074273e-05,8.393569068500988e-05,0.8702700559937586
LINC00342,-1.0944862020043047,2.229286850647718,-4.159334070462642,3.491534314459577e-05,8.391641006762618e-05,1.0479372751704545
HOXB8,-1.5696150534076447,2.4838628419259985,-4.159749267066713,3.485311413365219e-05,8.378252810694395e-05,1.0179371628671117
TRPM4,-0.8565502269820033,4.878444610494529,-4.159882262339471,3.483320333194808e-05,8.37503427424099e-05,0.7680633306026898
RP11-94I2.4,-1.2214767828438,-2.9529930019141606,-4.160233611522929,3.4780654672520394e-05,8.363182791445944e-05,1.3719005087228329
MTND1P23,-2.2619174053533038,1.0993883459445493,-4.160859078471861,3.4687294834931034e-05,8.342296031890007e-05,1.1744158468371424
CDK3,-1.4340310926786972,1.7408558302514,-4.162508784228603,3.444219501314638e-05,8.285677168627186e-05,1.1171804414269824
MT-ATP6,-1.122699213113405,12.784811859676736,-4.162757842007916,3.440533548744329e-05,8.277585305142913e-05,0.888724146036644
RP11-22B23.1,-1.0637745712472675,0.8615042082880708,-4.162995642708545,3.437017698518603e-05,8.269901213327083e-05,1.2040457838184215
SC22CB-1E7.1,-0.8445196835993363,-2.0957209201771603,-4.163199607924271,3.4340048244849095e-05,8.263426019605166e-05,1.3652564036471473
RN7SL608P,-1.0141341819718872,-3.7256957732865503,-4.163580712550736,3.42838206587279e-05,8.251441907769738e-05,1.3980286024467539
LINC01167,-1.132853588211451,-5.509469819339699,-4.164509585831121,3.414714278791621e-05,8.22316988487625e-05,1.4256610125995532
LINC01004,-1.1173773063164902,-0.5579973804875868,-4.16716915932522,3.375866437669163e-05,8.132668391206934e-05,1.3218575275307405
TMEM72,-2.1636635370146107,2.834005117470733,-4.167911100815189,3.36510428992436e-05,8.108983195624077e-05,1.005521592678848
