,logFC,AveExpr,t,P.Value,adj.P.Val,B
MATN2,-1.1769826850797243,4.827917391594784,-6.045725447752335,6.668975882478604e-09,2.190177417468081e-08,9.01415342948718
RP11-385D13.1,-1.38463055415468,-0.602497503859012,-6.047253353293123,6.6153286073238395e-09,2.172918955807464e-08,9.32995948669737
ENTPD3-AS1,-0.7346749277977482,1.173788857859504,-6.048800842388294,6.561424634194115e-09,2.1555704428841554e-08,9.221215362107536
EMILIN3,-1.9064580765985433,-0.3941070431402125,-6.048984958100685,6.555040006133735e-09,2.1538299028939006e-08,9.324441937271736
RP11-563J2.3,-1.1283324996119397,-2.779056663343497,-6.04951926632121,6.536546095716852e-09,2.1481093046318824e-08,9.495412391485626
C1QTNF1-AS1,-1.3806228125579998,2.382921309021582,-6.050114254923829,6.516012006676919e-09,2.1417162329357748e-08,9.139852231922973
PLA2R1,-1.0821658490447097,2.4753872238553254,-6.050590919850355,6.4996070701527915e-09,2.1370328570515638e-08,9.13536092040261
STRADB,-0.9410623596253336,5.477508322270589,-6.051094283224807,6.482327195118578e-09,2.132058602768136e-08,9.062001846829904
PRKXP1,-1.3071451391100577,-2.3385094136327265,-6.052054175362724,6.4494998563191306e-09,2.121613601921907e-08,9.478238732120609
TCAF2P1,-1.376156795837647,-2.441632379748092,-6.056249884053681,6.307912102658175e-09,2.0760707556200068e-08,9.507010317400374
RFPL3S,-0.929478829334462,-1.3131620959449322,-6.061999128379344,6.118832774162539e-09,2.0158487964471333e-08,9.457147457236536
ZNF300P1,-1.475696142169344,0.19267501287923852,-6.063238659726614,6.078800976142123e-09,2.0033262136336708e-08,9.360176335545397
ID4,-1.5552621221268121,1.8099339046657497,-6.06342753438824,6.0727236644207934e-09,2.0016561556337446e-08,9.251612672879155
CACNB1,-1.0100071848670207,2.5895454392301382,-6.064877797617204,6.0262572637683805e-09,1.9873315212057994e-08,9.200755956070484
MCCC1-AS1,-1.1268548329005466,-1.7564410427767818,-6.06509955824163,6.0191828277308036e-09,1.9853288052264178e-08,9.504867908794886
UBXN11,-0.8178268218316447,4.442397647091534,-6.065730533086844,5.99909843185344e-09,1.979362986262163e-08,9.114516922030827
SGSM1,-1.2360610560547631,2.134284320204767,-6.068151364547457,5.922648897355304e-09,1.9554408576328148e-08,9.251942513997648
PTK2B,-0.8644999174742924,4.416871032749665,-6.06815769716538,5.922450171117505e-09,1.9554408576328148e-08,9.127174880324738
ZNF831,-1.3783013646511604,-2.6090413775293566,-6.069977562211647,5.8656101553036315e-09,1.9372540837818043e-08,9.589420997141971
TMEM200B,-1.3865434894050317,1.5628590538981402,-6.070237495906768,5.8575353619454205e-09,1.9349095730685564e-08,9.304778869740325
CALD1,-1.0414949711473076,7.178429681126897,-6.070314447743586,5.855146956846872e-09,1.9344429687595924e-08,9.253263423793648
D2HGDH,-0.8656893135308161,5.217257033120405,-6.0725129886799545,5.787310953966846e-09,1.9123498089762426e-08,9.163061838965191
RFX7,-0.8135159841404676,4.617449480284595,-6.073023911190383,5.771657030703356e-09,1.907813195258173e-08,9.152771699749472
ASB14,-0.747513724305971,-0.9777639714895091,-6.074102444449291,5.73874841986182e-09,1.89788471683218e-08,9.495573053276084
USHBP1,-0.8495895164600613,1.964706232028266,-6.074726212022511,5.719799764474906e-09,1.891933768249392e-08,9.298702217112496
HRH2,-1.4024914707412934,-1.6233964753886714,-6.075311880695878,5.70206426877685e-09,1.886382176234371e-08,9.548238161305575
RP11-1105G2.3,-0.9393458877770601,-1.331798903974961,-6.0759740622865825,5.682076661445222e-09,1.8800835529933006e-08,9.530782950473766
RP11-121L10.2,-0.9591019339459155,-1.5876534428178593,-6.077792822317023,5.6275308415580504e-09,1.862657269530894e-08,9.558533449452623
N4BP2L2,-0.8631176485698955,6.018713682791718,-6.079496352026672,5.576906306593051e-09,1.846517683574312e-08,9.234955350319115
DOPEY1,-0.7879812159965849,4.283326704777432,-6.079547416298255,5.575395715538788e-09,1.8463259149536485e-08,9.187320283814998
ERMAP,-0.8516850780336922,4.070387358896715,-6.083092729231748,5.4714920278047824e-09,1.8131291619387194e-08,9.209785628662276
SNX22,-0.9490181488123003,1.5123608122790622,-6.083271412175776,5.466305828951479e-09,1.812016395439886e-08,9.375947890122104
RAMP3,-1.1429811889836534,3.8076647195834963,-6.0833182467906015,5.4649472703711765e-09,1.811869037306704e-08,9.219908324939283
MRAS,-1.0159340346858734,6.360670928124485,-6.0841642512009075,5.4404636160964615e-09,1.8040533667092698e-08,9.27788440784721
PLEKHA5,-1.2011911709570198,5.8531116546548825,-6.084914293890737,5.418847024431915e-09,1.797185955584973e-08,9.25455752478884
STAT4,-1.2024424171869177,-0.23242479292439688,-6.08587233558716,5.391358158937813e-09,1.7883683531563634e-08,9.504478866495056
MITF,-0.9993320838705384,2.838027198271533,-6.086291430454977,5.3793761675167775e-09,1.7849911913070818e-08,9.293635399984268
ADGRL2,-1.1662127982289814,5.184849948263488,-6.086318395097089,5.378606137923122e-09,1.7849911913070818e-08,9.233620009817528
GVINP1,-1.0478477949948024,0.008407206034511666,-6.089274983062023,5.294826688126178e-09,1.7578186139461602e-08,9.506617898351848
PIGZ,-1.0112247816048223,0.681962219522955,-6.089779517614371,5.280658212949996e-09,1.7537022575859906e-08,9.466556123234753
SS18,-0.8148383844604519,6.238146305459931,-6.091352614988057,5.236720125171116e-09,1.739401860611043e-08,9.308384018942693
TRIM45,-0.8524839983512247,3.0914595715271815,-6.094453013279072,5.1511692618149585e-09,1.712707619539717e-08,9.318413069612742
CDHR5,-2.195000749777288,-0.8050904438092233,-6.095266825535803,5.128941187239386e-09,1.7058892811182274e-08,9.59287952693961
RP11-50E11.2,-1.895283992710271,-3.6169071853732357,-6.0955721150560445,5.12062692114868e-09,1.7034097576427298e-08,9.790180740491936
RP11-486G15.2,-0.877486860878153,-0.09526862014448804,-6.096954116628571,5.083154347011413e-09,1.6915119795334438e-08,9.553068232318926
LINC01391,-1.6243998434614961,-2.707800091560456,-6.097129073835724,5.07842963621283e-09,1.6902234835232862e-08,9.736747099872826
MPP2,-1.4332859545800751,0.2081649742400589,-6.101292775834873,4.967250290163007e-09,1.6540534604720524e-08,9.556512502841715
KLF2,-1.108809022493043,3.818260260847047,-6.101316963177785,4.966611458469957e-09,1.6540534604720524e-08,9.313004485259077
TOLLIP-AS1,-0.9240577765673188,0.8712047875051725,-6.10262402670705,4.932208998735549e-09,1.643213092133358e-08,9.520738073796029
ZBTB37,-0.7792136741847036,3.8033548640860753,-6.102759979559469,4.928644098314906e-09,1.6423014281542507e-08,9.321128516682583
PTGES3P1,-0.8589195686722323,1.254783541676833,-6.1032486435879045,4.915851383982209e-09,1.638589574317796e-08,9.497806567279358
HMGCS2,-1.8684159297293386,-2.7562310093693085,-6.104108811742531,4.893412077715267e-09,1.6316731891138992e-08,9.776253286787925
MAT2A,-1.0820967408762536,7.506766494144459,-6.1061990478993,4.839301307893211e-09,1.614430660154277e-08,9.45914452399607
