transcriptclusterid,NM,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
7902512,NM_007034,DNAJB4,1.077129357,8.601067913,7.677772988,3.77638E-10,4.77562E-09,12.68310867
8081945,NM_001168331,NDUFB4,1.076841077,8.532811762,9.559709454,4.15916E-13,1.01754E-11,19.47044344
8093314,NM_001168331,NDUFB4,1.076841077,8.532811762,9.559709454,4.15916E-13,1.01754E-11,19.47044344
7943293,NM_015036,ENDOD1,1.076193315,8.267780798,6.171502927,9.80574E-08,7.33547E-07,7.1691551
7993478,NM_004996,ABCC1,1.075892412,8.306048579,8.15749407,6.4882E-11,9.64024E-10,14.43615017
8114476,NM_001037633,SIL1,1.075302228,7.234970061,11.68794517,2.92962E-16,1.59914E-14,26.7134112
7986428,AK127420,LOC400464,1.073367743,7.195125633,10.5081188,1.53093E-14,5.20689E-13,22.76553353
8155696,NM_138333,FAM122A,1.073204005,8.587857884,14.0147428,2.01622E-19,2.61222E-17,33.97066592
8114193,NM_001033503,SAR1B,1.072301734,7.891115008,9.32248738,9.64839E-13,2.16776E-11,18.63098337
8088436,NM_198463,C3orf67,1.071622221,6.640666803,8.77630333,6.8399E-12,1.26668E-10,16.67785002
8074399,NM_001835,CLTCL1,1.07064673,7.056288898,8.368354519,3.0046E-11,4.80288E-10,15.20294641
8017460,NM_001098426,SMARCD2,1.07058276,7.636865072,13.60108747,6.99543E-19,7.94828E-17,32.73208497
8010405,NM_001166347,SLC26A11,1.069873747,6.992508086,10.83482941,5.03068E-15,1.93426E-13,23.8762189
8047952,ENST00000478701,UNC80,1.068924709,7.123699469,8.345564201,3.26481E-11,5.18804E-10,15.12020238
8109999,ENST00000326654,ERGIC1,1.068193922,8.613798657,12.26689661,4.4853E-17,3.0479E-15,28.58535079
8151447,NM_000880,IL7,1.067707045,4.485236406,8.349132877,3.22261E-11,5.12922E-10,15.13316128
8149116,NM_001042500,DEFA1B,1.067237484,6.732632294,2.875871262,0.005800151,0.014024228,-3.463323581
8149126,NM_001042500,DEFA1B,1.067237484,6.732632294,2.875871262,0.005800151,0.014024228,-3.463323581
8149137,NM_001042500,DEFA1B,1.067237484,6.732632294,2.875871262,0.005800151,0.014024228,-3.463323581
7950641,NM_001203260,NDUFC2-KCTD14,1.066689458,7.120832253,8.260140797,4.45866E-11,6.85727E-10,14.80976421
7894479,NA,NA,1.06653812,8.936850304,9.179475696,1.60685E-12,3.40785E-11,18.12221863
7958784,NM_000690,ALDH2,1.066444327,8.462236692,6.503258306,2.89212E-08,2.42567E-07,8.37683117
8176719,NM_001278612,EIF1AY,1.066078411,7.660878106,6.813054704,9.21146E-09,8.63983E-08,9.510456506
7936322,NM_001244949,GPAM,1.064330785,7.700758585,10.32723474,2.8508E-14,9.13601E-13,22.14504965
7904414,NA,NA,1.064228029,6.315139065,4.437488233,4.66561E-05,0.000199347,1.124472641
8047161,NM_001031716,NABP1,1.064165857,6.99384376,9.886354443,1.3185E-13,3.63729E-12,20.61672135
7954407,NM_018686,CMAS,1.063982403,8.610907018,8.718705223,8.42248E-12,1.53176E-10,16.47037284
8116722,AY358807,LOC100129033,1.063865942,6.146259931,10.05003005,7.44767E-14,2.1677E-12,21.18670083
8105040,NM_001168355,OSMR,1.063293194,6.357850114,5.228160248,2.98977E-06,1.65399E-05,3.804530352
8152133,NM_001172477,RRM2B,1.062848005,7.238676543,14.15237397,1.33918E-19,1.85331E-17,34.37788842
7897370,NM_004781,VAMP3,1.062748175,8.313063234,13.92514637,2.63493E-19,3.31077E-17,33.70426356
7896313,NA,NA,1.062623726,4.873618256,3.265201683,0.001924532,0.0054045,-2.43523252
7895383,NA,NA,1.061879628,5.533164919,4.286609655,7.74022E-05,0.000313433,0.634304562
7948565,NM_001161452,CYB561A3,1.061640876,7.285682037,8.624965539,1.18252E-11,2.09104E-10,16.13214823
8039166,NM_001146082,MBOAT7,1.061570039,8.82544494,7.85421459,1.97297E-10,2.65863E-09,13.32902375
8151547,ENST00000510718,IMPA1P,1.060814771,4.940018251,7.627836376,4.53922E-10,5.60825E-09,12.50011424
8147796,XM_006716695,RIMS2,1.059456986,6.705182269,4.412463586,5.07661E-05,0.000215113,1.042630533
8106494,NM_001178005,BHMT2,1.059175706,7.079456949,5.538447323,9.83524E-07,5.98472E-06,4.89616592
7978066,NM_001282474,AP1G2,1.059136538,8.029864659,10.67534837,8.64672E-15,3.14312E-13,23.3356776
7929858,NM_001136123,FAM178A,1.058943018,8.259555666,10.56183617,1.27379E-14,4.40431E-13,22.94904448
8012450,NM_201520,SLC25A35,1.058831676,6.245271369,8.117136094,7.52076E-11,1.10171E-09,14.28909042
7974190,NM_001190233,DNAJC19,1.058609093,8.377814667,13.41736166,1.224E-18,1.28974E-16,32.17486677
8083146,NM_001145319,PLS1,1.057942208,5.858812931,10.44547282,1.89791E-14,6.31317E-13,22.55108187
7934101,NM_001198696,AIFM2,1.057849192,6.030652325,7.639332094,4.35093E-10,5.40369E-09,12.54224709
7943867,NM_001037290,BCO2,1.057674007,6.847852295,9.138654145,1.85938E-12,3.90364E-11,17.97663882
8112687,NM_001130105,COL4A3BP,1.057630605,8.758954964,12.51387846,2.04083E-17,1.50339E-15,29.37057712
7975956,NM_001513,GSTZ1,1.057353463,7.246129084,10.63799138,9.82079E-15,3.52374E-13,23.2086094
8073513,NM_024821,CCDC134,1.056730673,7.747141148,13.76899399,4.211E-19,4.93711E-17,33.23749816
8007446,NM_005533,IFI35,1.0566464,6.635466215,7.205402772,2.15922E-09,2.3125E-08,10.950107
8179481,NM_019111,HLA-DRA,1.054505469,6.506655406,5.405513868,1.5865E-06,9.2579E-06,4.426289935
7910550,NM_005999,TSNAX,1.054351213,8.068244804,15.51275407,2.65733E-21,6.01913E-19,38.27469383
8155883,NM_012383,OSTF1,1.054308686,7.669427082,8.069006281,8.97032E-11,1.29301E-09,14.11359598
8162352,NM_001256394,NOL8,1.053758673,8.026013018,12.04050785,9.29526E-17,5.75964E-15,27.85857259
7955985,NM_001005490,OR6C74,1.053545995,3.384994347,7.013453778,4.39062E-09,4.40876E-08,10.24550101
8175308,NR_024493,LINC00087,1.053137826,6.60154267,8.124815351,7.31231E-11,1.07591E-09,14.31707962
8065165,NM_001282454,SNX5,1.053137022,8.158359239,15.88940011,9.33228E-22,2.3377E-19,39.31341238
7983811,NM_004855,PIGB,1.052842686,6.377498652,10.67484098,8.66168E-15,3.14512E-13,23.33395286
7938012,NM_001003818,TRIM6,1.052581029,6.106957569,15.71213134,1.52401E-21,3.67718E-19,38.82666072
7960320,NM_152640,DCP1B,1.052482636,7.383962268,12.37864808,3.13784E-17,2.17668E-15,28.94163215
8044919,NM_002881,RALB,1.052160302,8.217474959,11.98471532,1.11351E-16,6.72896E-15,27.67843153
8084092,NM_001199957,NDUFB5,1.051704101,9.447290492,9.384498906,7.73891E-13,1.77101E-11,18.85097076
8050608,NM_001282719,C2orf43,1.051128533,7.823325678,11.17036483,1.62633E-15,7.11589E-14,25.0031383
7950644,NM_001204054,NDUFC2,1.050047406,9.266558193,14.2572995,9.81865E-20,1.44023E-17,34.68671597
8141066,NM_000940,PON3,1.050033619,6.195413186,5.59827856,7.92454E-07,4.91915E-06,5.108628379
7985224,NM_015079,TBC1D2B,1.04907074,7.285545022,8.368730006,3.00049E-11,4.79862E-10,15.2043094
7974316,NM_001042481,FRMD6,1.049034219,7.217932997,6.206395362,8.6266E-08,6.54603E-07,7.295764053
7909815,NM_018060,IARS2,1.048831214,8.657912437,15.14954417,7.40489E-21,1.4853E-18,37.25675644
7917896,NM_144988,ALG14,1.048621358,7.008304067,11.06296478,2.33088E-15,9.86165E-14,24.64396649
7995776,NM_005954,MT3,1.048443614,7.778187661,8.13223871,7.11632E-11,1.04939E-09,14.34413308
8059801,NM_018218,USP40,1.048066349,7.964701616,14.73717576,2.41604E-20,4.37211E-18,36.08135226
7961365,NM_018050,MANSC1,1.047880955,6.801734567,7.953131406,1.37195E-10,1.90898E-09,13.69060315
8007154,NM_021939,FKBP10,1.0478731,8.610399149,6.898273612,6.722E-09,6.49513E-08,9.822919356
8069505,NR_047508,LINC00417,1.047527003,5.921170821,5.309538757,2.23687E-06,1.26863E-05,4.089055388
8070665,NM_173354,SIK1,1.047463025,7.628446891,5.771531528,4.2289E-07,2.77294E-06,5.726963281
8083011,NM_020191,MRPS22,1.047196207,7.224974473,10.41567506,2.1025E-14,6.9177E-13,22.44891238
8161229,NM_001001790,TOMM5,1.046787328,8.750286291,10.65567938,9.24604E-15,3.34636E-13,23.26879559
7958414,NM_014301,ISCU,1.044623831,8.526709759,15.96012935,7.68138E-22,1.99818E-19,39.50657773
7914807,NA,NA,1.043670417,2.992445763,7.199952823,2.20316E-09,2.35426E-08,10.93009884
8078014,NM_001134367,SLC6A6,1.042165771,7.83923834,8.157727167,6.48267E-11,9.63632E-10,14.43699929
8113542,NM_005669,REEP5,1.042000219,8.403759892,9.292261409,1.07448E-12,2.39152E-11,18.5236189
7976840,NR_030162,MIR487A,1.041865618,5.779365612,3.123823124,0.00289851,0.007703678,-2.818988686
7963986,NM_001272038,RAB13,1.041597607,7.967393034,8.572320947,1.43123E-11,2.47176E-10,15.94190541
7929132,NM_001256549,PCGF5,1.041086697,7.01515351,5.058606109,5.45139E-06,2.85401E-05,3.216252796
7955045,NM_138371,PCED1B,1.041077902,6.817449454,11.47705833,5.8658E-16,2.90645E-14,26.02071857
8026875,NR_000012,SNORA68,1.040594388,8.622977539,7.40551569,1.03083E-09,1.18685E-08,11.68468105
7969114,NM_001160308,SETDB2,1.040593892,8.001225699,9.444724383,6.24924E-13,1.45511E-11,19.06425524
8174379,NM_170750,PSMD10,1.04031691,7.944579167,13.1126888,3.12466E-18,2.8981E-16,31.24114251
7893614,NA,NA,1.039530897,3.520657013,4.679668669,2.04272E-05,9.42707E-05,1.92693819
8057736,NM_001142645,TMEM194B,1.038378653,5.905310402,7.598544203,5.05675E-10,6.1948E-09,12.39273945
7896273,NA,NA,1.038361789,5.463196566,6.443909905,3.59959E-08,2.96013E-07,8.160214108
8145669,NM_001008710,RBPMS,1.038298689,7.790354778,5.037068457,5.88131E-06,3.05507E-05,3.141992922
7980358,NM_013382,POMT2,1.038108049,7.843541744,11.06633932,2.30462E-15,9.76295E-14,24.65527395
8153474,NM_003313,TSTA3,1.03796848,8.258149977,9.53718722,4.50394E-13,1.08596E-11,19.39099006
8083282,NM_032383,HPS3,1.037909034,7.645187816,15.57781969,2.21527E-21,5.15817E-19,38.45535229
8091629,NM_173657,C3orf33,1.036652001,5.59781726,10.60104436,1.11406E-14,3.93787E-13,23.08276836
8078147,NM_000060,BTD,1.034571227,6.860613775,11.19010447,1.52247E-15,6.71438E-14,25.06899366
8020058,NM_021074,NDUFV2,1.03456757,8.778977019,11.86018611,1.66872E-16,9.69693E-15,27.27489046
8017964,NM_080284,ABCA6,1.034167207,5.1632688,3.672966089,0.000560836,0.00181726,-1.267867591
8050278,NM_001282704,PDIA6,1.033231597,11.22828248,14.24274621,1.02497E-19,1.49686E-17,34.64396503
8155062,NM_006285,TESK1,1.032742089,8.759085332,7.65995064,4.03263E-10,5.05361E-09,12.61780646
8138381,NM_006408,AGR2,1.03269075,5.20667637,4.936254297,8.37997E-06,4.22449E-05,2.795881971
8178676,NM_000434,NEU1,1.031554488,8.088818652,8.678843728,9.72899E-12,1.73884E-10,16.32663103
7894563,NA,NA,1.031408928,5.662030289,5.946622164,2.23424E-07,1.55213E-06,6.356037803
8089795,NM_005694,COX17,1.029243417,7.971730661,7.30703517,1.4831E-09,1.64829E-08,11.32321378
8115907,NM_001256539,NOP16,1.028051186,7.534263555,10.62883245,1.01325E-14,3.61608E-13,23.1774297
8174474,NM_004458,ACSL4,1.025971564,8.511088322,4.976659839,7.27316E-06,3.70751E-05,2.934301229
8122600,NM_001127715,STXBP5,1.025108345,8.143910612,10.34816226,2.65241E-14,8.5496E-13,22.21703598
8162884,NM_000035,ALDOB,1.025039708,6.136552316,2.470861989,0.016744443,0.035058777,-4.430022908
8100853,NM_000583,GC,1.024205716,4.008159891,2.009067123,0.049659637,0.088636662,-5.387533865
7918902,NM_001779,CD58,1.024180529,6.606897511,6.568022307,2.2774E-08,1.94937E-07,8.613448161
7950669,NM_001029859,KCTD21,1.023561609,7.045017219,8.94714543,3.69562E-12,7.26406E-11,17.29163513
7928752,NM_014394,GHITM,1.023350069,8.94437191,10.12919267,5.65618E-14,1.68456E-12,21.46128691
7899392,NR_002997,SCARNA1,1.02288203,6.167820746,7.135610664,2.79482E-09,2.91539E-08,10.69388655
7987172,NM_020154,EMC7,1.022262966,8.186792731,10.9386974,3.54129E-15,1.43448E-13,24.22657401
7896459,NA,NA,1.022054067,3.694444351,3.476931076,0.001023938,0.003094395,-1.839812991
8151747,NM_001008495,TMEM64,1.021658724,8.435041471,12.29972122,4.03779E-17,2.76071E-15,28.69017068
8161829,ENST00000376830,C9orf41,1.02142909,7.532342372,18.05703007,3.07404E-24,1.42161E-21,44.9727341
8173713,NM_032121,MAGT1,1.021105086,8.61666548,8.900850116,4.36542E-12,8.44598E-11,17.12555421
8149574,NR_024040,CSGALNACT1,1.02003177,6.18471717,5.715088172,5.19104E-07,3.33744E-06,5.525035511
7981290,NM_004184,WARS,1.018814447,7.614213926,11.9372202,1.29897E-16,7.73736E-15,27.5247606
7919314,NM_001461,FMO5,1.018496786,5.385404212,6.262223669,7.02654E-08,5.43594E-07,7.49856045
7895405,NA,NA,1.018150992,9.498135668,6.766030957,1.09601E-08,1.01259E-07,9.33813161
8121734,NM_014034,ASF1A,1.016454761,8.034294631,7.660966257,4.01757E-10,5.03664E-09,12.621528
8083240,NM_000685,AGTR1,1.016135484,6.892039887,6.017684961,1.72308E-07,1.22645E-06,6.612409189
8120967,NM_002526,NT5E,1.015485459,5.963633891,4.253050603,8.65454E-05,0.000346692,0.526375706
8041982,NM_138448,ACYP2,1.015233739,6.710521069,11.19241965,1.51073E-15,6.67147E-14,25.07671429
8083407,NA,NA,1.014932006,6.153477861,7.886492947,1.7523E-10,2.38343E-09,13.44705995
8155665,NM_021965,PGM5,1.014549022,7.11336709,4.785155621,1.41881E-05,6.79059E-05,2.281992949
7910446,NM_001145036,COG2,1.013803331,7.475248189,11.89942591,1.46869E-16,8.60967E-15,27.40226654
7969204,NM_052950,WDFY2,1.012888548,7.997833849,11.54303186,4.71777E-16,2.37566E-14,26.23803666
8057797,NM_004657,SDPR,1.012628338,6.387956679,6.45561445,3.44759E-08,2.8492E-07,8.202917605
8101622,NM_138501,TECR,1.012468415,9.778488367,10.61925476,1.04691E-14,3.72026E-13,23.1448135
7927964,NR_036430,SRGN,1.012467961,7.183367597,4.491371744,3.88774E-05,0.000169371,1.301404292
7925492,NM_014322,OPN3,1.012257876,7.84759837,10.88261779,4.27964E-15,1.68439E-13,24.03757971
8017843,NM_001174166,SLC16A6,1.011216913,5.289268383,4.858324895,1.10018E-05,5.40065E-05,2.530088764
8120431,NM_003463,PTP4A1,1.009751701,8.792355386,5.309167982,2.23983E-06,1.26988E-05,4.087756016
8122242,NM_000288,PEX7,1.009604451,6.553242922,11.73933956,2.47574E-16,1.39248E-14,26.88135248
7904726,NM_006472,TXNIP,1.00910546,11.38705918,12.20261935,5.51256E-17,3.62859E-15,28.37968304
7936833,NA,NA,1.00858495,7.028322647,6.786989328,1.01431E-08,9.43923E-08,9.414927476
7892735,NA,NA,1.007499762,4.708632324,3.173325011,0.002514134,0.006809267,-2.685927628
7975344,NM_001252148,SLC39A9,1.007468967,8.757771484,18.30263115,1.65973E-24,8.37333E-22,45.58136323
7985488,NM_031452,FAM103A1,1.007456096,7.919766996,13.99288813,2.15203E-19,2.76665E-17,33.90577915
7896744,NM_001005221,OR4F29,1.007406297,6.01160689,3.911810962,0.000263706,0.000934704,-0.546394931
7911345,NM_001005221,OR4F29,1.007406297,6.01160689,3.911810962,0.000263706,0.000934704,-0.546394931
8110672,NM_001005221,OR4F29,1.007406297,6.01160689,3.911810962,0.000263706,0.000934704,-0.546394931
7940996,NM_012094,PRDX5,1.007127219,10.52605405,8.88006271,4.70473E-12,9.01862E-11,17.05092105
8039068,NM_021074,NDUFV2,1.005650967,8.790024465,12.73831589,1.0046E-17,8.21875E-16,30.07718551
7965964,NM_032148,SLC41A2,1.005643568,6.620512714,5.949764846,2.20874E-07,1.53698E-06,6.367363453
8138566,NM_006547,IGF2BP3,1.005368449,8.392083714,8.60065275,1.29146E-11,2.25427E-10,16.04431443
8074606,NM_017414,USP18,1.005289451,6.07029659,6.882841676,7.1167E-09,6.85067E-08,9.766322584
8048432,NM_000784,CYP27A1,1.005007494,6.627991025,6.990779391,4.77464E-09,4.76277E-08,10.16229259
8061186,NM_001172745,SEC23B,1.004381411,8.665453135,12.47340441,2.32068E-17,1.66893E-15,29.24244683
7903742,ENST00000336075,GSTM4,1.003947399,7.590763888,6.003912663,1.81212E-07,1.28488E-06,6.562679243
8168875,NM_016607,ARMCX3,1.00385898,8.136676103,9.192655035,1.53294E-12,3.27613E-11,18.16918601
8174670,NM_020721,KIAA1210,1.003064191,6.36887221,4.823705989,1.24106E-05,6.02208E-05,2.412525628
8107044,NM_001130140,ERAP2,1.001961861,5.108599322,4.891845534,9.78774E-06,4.86131E-05,2.644224659
8168081,NA,NA,1.001894071,6.166257041,6.292251887,6.29194E-08,4.90409E-07,7.607744871
8053533,NM_001100169,IMMT,1.001738004,9.634949554,14.60424785,3.55271E-20,6.05006E-18,35.6979391
8122265,NM_001270507,TNFAIP3,1.001694393,6.412609882,7.55922718,5.84564E-10,7.07276E-09,12.24858236
8171876,ENST00000553125,METTL1,1.001210752,5.628225364,6.872777353,7.38651E-09,7.06952E-08,9.729414753
7893091,NA,NA,1.00089614,9.652321792,5.262006012,2.6503E-06,1.48214E-05,3.922702132
7965855,NM_024057,NUP37,1.000718839,8.057431183,9.758006513,2.06783E-13,5.44289E-12,20.16768729
7896430,NA,NA,1.000252089,8.655391828,9.27169929,1.15617E-12,2.55286E-11,18.45053016
7979357,NM_001270523,OTX2,-1.000740455,5.552055059,-5.045008011,5.71908E-06,2.98056E-05,3.169355065
8169235,NM_032428,FRMPD3,-1.001367194,4.391759127,-7.613302739,4.789E-10,5.8776E-09,12.44684192
8068422,NM_005128,DOPEY2,-1.001503718,6.109487177,-7.585030513,5.31508E-10,6.48739E-09,12.34319542
8175666,NM_004961,GABRE,-1.001637917,6.305562196,-5.176339245,3.59428E-06,1.95745E-05,3.624064246
8128459,NM_005068,SIM1,-1.001916983,4.722184407,-4.895792747,9.65374E-06,4.79977E-05,2.657683998
8162777,NM_005458,GABBR2,-1.002229014,6.121170795,-5.154435662,3.88465E-06,2.1015E-05,3.547958874
8068180,NM_014586,HUNK,-1.002633697,6.978008352,-6.668173793,1.5734E-08,1.40004E-07,8.979776499
7932420,NM_014241,PTPLA,-1.003116493,5.858798826,-5.510445842,1.08797E-06,6.56508E-06,4.796934894
8098307,NM_001034845,GALNTL6,-1.003309404,5.542531652,-6.442594659,3.61709E-08,2.97305E-07,8.155416035
8097058,NA,NA,-1.003440862,5.744522127,-5.298452826,2.3272E-06,1.31627E-05,4.050216826
7898988,NM_013943,CLIC4,-1.003617416,9.819983246,-10.68087436,8.48552E-15,3.09466E-13,23.35445953
8129880,NM_022121,PERP,-1.004674034,6.636414265,-5.994996777,1.87218E-07,1.32296E-06,6.530496248
8121319,NM_018013,SOBP,-1.004951033,6.788953275,-9.591876844,3.71235E-13,9.21385E-12,19.5838313
8124684,NM_001109809,ZFP57,-1.005094098,5.152969821,-5.655861786,6.43424E-07,4.07379E-06,5.313645065
8080810,ENST00000295874,PTPRG,-1.005260616,7.9209306,-8.787288145,6.57393E-12,1.22423E-10,16.71738853
8002020,ENST00000564104,TPPP3,-1.005658292,6.216730931,-10.10276325,6.19989E-14,1.83337E-12,21.36969267
8060675,NM_001287516,CDC25B,-1.005893233,7.122665597,-14.17149787,1.2654E-19,1.77754E-17,34.43428048
7982008,NR_001291,SNORD115-1,-1.006095992,5.110923293,-2.797066653,0.007181294,0.016890271,-3.660040976
7982032,NR_001291,SNORD115-1,-1.006095992,5.110923293,-2.797066653,0.007181294,0.016890271,-3.660040976
7982038,NR_001291,SNORD115-1,-1.006095992,5.110923293,-2.797066653,0.007181294,0.016890271,-3.660040976
8169598,NM_173798,ZCCHC12,-1.007444393,5.776539187,-5.595259241,8.01148E-07,4.96387E-06,5.097892845
8008627,NM_005450,NOG,-1.00752955,5.680315903,-9.317831804,9.80962E-13,2.19954E-11,18.61445231
8029693,NM_001114171,FOSB,-1.008224884,7.514911284,-2.016474417,0.048854434,0.08738215,-5.373485694
8131709,NM_003112,SP4,-1.008618145,7.840060014,-9.863985181,1.42588E-13,3.90762E-12,20.53859105
8172088,NM_001123383,BCOR,-1.009080258,7.707725022,-9.309787729,1.00946E-12,2.25736E-11,18.58588432
7990033,NM_001105192,TLE3,-1.009467512,7.307907128,-9.063160967,2.43661E-12,4.96827E-11,17.70700448
8016444,ENST00000470495,HOXB3,-1.009598188,6.183566157,-3.713478969,0.000494238,0.001624225,-1.147334276
7997904,AK126695,LOC642533,-1.009766557,8.939969922,-5.679839679,5.89888E-07,3.7577E-06,5.3991643
7991088,NR_026811,LOC80154,-1.010073428,8.056902153,-9.254572071,1.22898E-12,2.69751E-11,18.38961966
8150318,NM_001174063,FGFR1,-1.01026769,7.982109591,-8.034086692,1.01949E-10,1.4569E-09,13.9861942
8138613,NM_015550,OSBPL3,-1.010465751,6.463206354,-7.345430368,1.28696E-09,1.44917E-08,11.46415293
8029969,NM_003009,SEPW1,-1.01084242,8.61854252,-9.563214977,4.10795E-13,1.00649E-11,19.48280541
8056877,ENST00000409219,CHRNA1,-1.01088945,5.257170017,-5.474125437,1.23994E-06,7.39101E-06,4.668422652
7966488,ENST00000550968,HECTD4,-1.01112302,7.474513019,-8.239067539,4.81534E-11,7.36839E-10,14.73311232
8104607,ENST00000517099,RNU6-1003P,-1.012471209,5.342538332,-3.459277599,0.001080096,0.003247602,-1.890367625
7943917,NA,NA,-1.013014791,7.314322655,-4.754427157,1.57817E-05,7.47591E-05,2.178239209
8114006,NA,NA,-1.013033694,5.44667359,-5.874920838,2.90245E-07,1.96909E-06,6.097958676
7980344,NM_174976,ZDHHC22,-1.013232195,5.478740811,-7.269033133,1.7067E-09,1.87181E-08,11.18370758
8006779,NM_001199417,ARHGAP23,-1.013669396,7.825024527,-13.1076839,3.17346E-18,2.93518E-16,31.22570289
8112940,NM_001256732,SSBP2,-1.014189887,9.427523187,-9.746281397,2.15481E-13,5.64949E-12,20.12657667
8135969,NM_001201372,CCDC136,-1.014389186,6.035867573,-6.544901394,2.48025E-08,2.103E-07,8.528948859
8004043,NM_001193503,ENO3,-1.015394749,5.757225375,-4.885472032,1.0008E-05,4.96255E-05,2.622500614
7962274,NM_001173463,KIF21A,-1.015483698,7.621531783,-4.926474587,8.67181E-06,4.35448E-05,2.76244072
7949080,NM_015080,NRXN2,-1.016008707,6.65549337,-8.117373694,7.51422E-11,1.10124E-09,14.28995646
8174937,NM_001163278,TENM1,-1.016166563,6.256763092,-5.276674336,2.51526E-06,1.41208E-05,3.973989253
8149258,NM_004225,MFHAS1,-1.01624671,7.264882081,-13.1707328,2.61135E-18,2.4914E-16,31.4199631
8125048,NM_013974,DDAH2,-1.017536328,7.488623433,-8.39892385,2.68799E-11,4.3511E-10,15.31387986
8139680,NM_001287436,COBL,-1.019100394,5.356303216,-9.116673272,2.01155E-12,4.17833E-11,17.89818523
8002692,NM_001164766,ZFHX3,-1.020028711,7.330076459,-6.536117104,2.56196E-08,2.16621E-07,8.496852731
7982090,NR_003298,SNORD115-6,-1.02185616,5.18196119,-2.837132749,0.006445029,0.015375805,-3.560526636
8035398,NM_002866,RAB3A,-1.022874288,6.233443405,-7.80860552,2.33316E-10,3.0865E-09,13.16216772
8082368,NM_015720,PODXL2,-1.023263467,7.296811533,-7.796672439,2.43784E-10,3.21221E-09,13.11849848
8178508,NM_001204078,ATP6V1G2,-1.02333262,5.782641442,-7.6558612,4.09385E-10,5.12069E-09,12.60282115
8108716,NM_020957,PCDHB16,-1.023746232,6.413489485,-7.171807079,2.44475E-09,2.58422E-08,10.82676908
8015846,NM_001932,MPP3,-1.023923127,6.771017496,-10.59797059,1.12581E-14,3.9668E-13,23.07229169
7985571,NR_026811,LOC80154,-1.02450517,7.958603276,-8.545549571,1.57726E-11,2.69461E-10,15.84508224
8116418,NM_005110,GFPT2,-1.024670351,5.755536482,-10.35262826,2.61191E-14,8.45179E-13,22.23239141
8046186,NM_001008489,PHOSPHO2,-1.024717911,7.50186504,-8.891400037,4.5165E-12,8.71298E-11,17.0916301
7968154,NM_016529,ATP8A2,-1.024848926,6.524076684,-5.174289757,3.62051E-06,1.97045E-05,3.616938744
7982018,NR_003298,SNORD115-6,-1.025293524,5.125146564,-2.911039361,0.005267046,0.012913395,-3.374249935
8146908,NM_004770,KCNB2,-1.026289455,5.369105905,-5.995181685,1.87091E-07,1.32263E-06,6.531163607
7919028,NM_152380,TBX15,-1.026620913,4.004023629,-5.72443763,5.01786E-07,3.23422E-06,5.558452367
8143663,NM_001203247,EZH2,-1.026780141,8.155032675,-9.563882971,4.09826E-13,1.00486E-11,19.48516089
8052091,NM_001135659,NRXN1,-1.027024337,6.456959959,-3.59579298,0.000712201,0.002248853,-1.49529526
7997746,NM_001271605,JPH3,-1.027028676,5.529570636,-8.040208863,9.96865E-11,1.42825E-09,14.00853501
7902441,NM_030965,ST6GALNAC5,-1.0271412,6.046056236,-8.158251126,6.47026E-11,9.62217E-10,14.43890793
7955533,NM_001177984,SCN8A,-1.028105265,5.530813018,-6.659658813,1.62368E-08,1.44016E-07,8.9486128
8152119,NM_001040625,NCALD,-1.028157988,7.08460198,-7.653894559,4.12362E-10,5.15019E-09,12.59561444
8094901,NM_000812,GABRB1,-1.028368388,3.929506046,-7.375359243,1.15227E-09,1.3126E-08,11.57400464
8117170,ENST00000410583,RN7SKP240,-1.029099005,4.931023485,-5.281276158,2.47431E-06,1.3912E-05,3.990088296
8093858,NM_018401,STK32B,-1.029133907,5.34447284,-9.93249883,1.12205E-13,3.1475E-12,20.77771704
8064415,NM_018354,TMEM74B,-1.02952502,5.46894697,-9.265028511,1.184E-12,2.60738E-11,18.42680986
8161618,NM_001163,APBA1,-1.030014418,6.895207299,-7.680751049,3.73518E-10,4.72891E-09,12.69401952
8154491,NM_052866,ADAMTSL1,-1.030225352,6.818426033,-5.66962455,6.12133E-07,3.88899E-06,5.362720624
7907964,NA,NA,-1.030958498,3.919293012,-4.505133892,3.71031E-05,0.000162044,1.346746102
7943550,ENST00000410731,RNU4-55P,-1.031730971,2.592219186,-6.54854804,2.4471E-08,2.07807E-07,8.542274244
7979615,NM_000347,SPTB,-1.031792352,5.965721314,-7.690415567,3.60456E-10,4.58446E-09,12.72942598
7975779,NM_005252,FOS,-1.031802996,8.142965442,-1.549970731,0.127127859,0.195238979,-6.168869823
7983021,NM_001114632,JMJD7,-1.032897176,6.821825938,-11.42134818,7.05327E-16,3.39383E-14,25.83677214
8174767,NM_001104544,TMEM255A,-1.033750048,5.876590717,-7.30191427,1.51143E-09,1.67586E-08,11.30441536
8030448,NM_001136052,CPT1C,-1.033885957,6.599910765,-5.763621927,4.35224E-07,2.8454E-06,5.698639636
8059279,NM_004438,EPHA4,-1.033941209,8.481550434,-5.940649876,2.28351E-07,1.58371E-06,6.334517937
7953094,NM_000719,CACNA1C,-1.034390273,5.517986419,-11.14265044,1.78437E-15,7.72061E-14,24.91059429
8161211,NM_001280547,PAX5,-1.03495837,5.906438909,-8.662715895,1.03139E-11,1.83452E-10,16.26843824
