transcriptclusterid,NM,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
7936050,NM_000102,CYP17A1,7.908341015,8.820458897,10.28443929,3.30443E-14,1.04689E-12,21.99768145
7990333,NM_000781,CYP11A1,6.850715747,9.504961826,15.06012199,9.55294E-21,1.83864E-18,37.00365932
8037949,NM_003167,SULT2A1,6.603893008,6.642797217,24.35463225,2.30042E-30,5.47123E-27,58.7930491
8150253,NM_000349,STAR,6.197194422,9.664878597,16.44126646,2.07418E-22,5.95379E-20,40.80494279
8022412,NM_000529,MC2R,5.961026661,5.895098112,46.27460601,2.19469E-44,7.30767E-40,88.82343123
8153363,NM_000497,CYP11B1,5.579178725,7.899104899,20.67701527,5.77824E-27,6.20639E-24,51.15286445
8102831,NM_032623,MGARP,5.214289455,8.725093405,15.08463153,8.90793E-21,1.73455E-18,37.07312829
8127072,NM_145740,GSTA1,5.149890005,7.800685102,16.63636202,1.22885E-22,3.78862E-20,41.32373661
8171653,NM_001001671,MAP3K15,5.108443098,7.368808451,21.01507037,2.69005E-27,2.98569E-24,51.90264692
8104758,NM_000908,NPR3,4.622826031,8.15492236,18.37422602,1.38836E-24,7.22318E-22,45.75759173
8134376,NM_145872,ASB4,4.603793206,5.931816076,35.47564744,1.74342E-38,2.90253E-34,76.56857924
8103769,NM_000860,HPGD,4.460751365,7.561336626,12.90442312,5.97026E-18,5.15005E-16,30.59589374
8100655,NM_000406,GNRHR,4.43290658,6.460571757,16.13969172,4.69795E-22,1.26151E-19,39.99431081
8104746,NM_000908,NPR3,4.383548118,8.388283249,18.71212751,6.01937E-25,3.64413E-22,46.58215175
8105084,NM_000587,C7,4.339984718,8.995893714,10.62991568,1.00951E-14,3.60661E-13,23.18111786
7976488,NM_000624,SERPINA5,4.264983503,7.974835463,14.26195508,9.68467E-20,1.42686E-17,34.70038625
8065756,ENST00000449115,FDX1P1,4.257095733,7.73127381,15.22340694,6.00425E-21,1.24176E-18,37.46507241
7967544,ENST00000535005,SCARB1,4.150238308,9.160860965,9.069543231,2.3815E-12,4.87081E-11,17.72981982
8169115,NM_198465,NRK,4.093995342,10.11163458,14.38601624,6.72218E-20,1.02674E-17,35.06365475
8178177,NM_000500,CYP21A2,4.093790015,7.078270764,13.32999063,1.59948E-18,1.63022E-16,31.90834087
8179440,NM_000500,CYP21A2,4.093790015,7.078270764,13.32999063,1.59948E-18,1.63022E-16,31.90834087
8118498,NM_000500,CYP21A2,4.053908684,7.179363196,13.43715224,1.15218E-18,1.22179E-16,32.2351
7943721,NM_004109,FDX1,4.026762483,8.656534459,13.53013128,8.67822E-19,9.50521E-17,32.51740299
7928944,NM_001015880,PAPSS2,4.002804089,8.275411322,11.93029869,1.3285E-16,7.88501E-15,27.50234139
7916432,NM_014762,DHCR24,3.995117387,10.99711576,11.23819193,1.29663E-15,5.84222E-14,25.22921587
8175263,NM_021796,PLAC1,3.985936291,8.115212854,24.50814494,1.69564E-30,4.70498E-27,59.08888209
7989199,NM_001206897,ALDH1A2,3.976253488,8.765706753,16.71567443,9.94484E-23,3.18398E-20,41.53339192
8079422,NM_001174136,TDGF1,3.964354135,7.00475197,14.49245144,4.92176E-20,7.9169E-18,35.37375704
8056327,NM_004490,GRB14,3.962502379,7.231626196,21.42493612,1.07849E-27,1.38117E-24,52.79805105
7995783,NM_005953,MT2A,3.948475989,9.346753639,12.55446875,1.79444E-17,1.34268E-15,29.49885945
7902518,NM_017655,GIPC2,3.940518492,7.612156882,19.97213265,2.93781E-26,2.50821E-23,49.55578868
7976783,NM_003836,DLK1,3.924408514,9.88384952,11.82949756,1.84422E-16,1.06057E-14,27.17513282
8175457,NM_001099855,MCF2,3.836542939,5.768155392,29.66094138,1.41072E-34,6.71038E-31,68.11512909
8083246,NM_001871,CPB1,3.819549029,5.551592259,33.75134336,2.16563E-37,1.80273E-33,74.22434668
8083415,NM_001086,AADAC,3.762117281,3.961070224,8.150326609,6.66058E-11,9.86993E-10,14.41003936
7907702,NM_001252511,SOAT1,3.753950472,8.410435997,19.4480769,1.01312E-25,7.49641E-23,48.33796497
8046099,NM_001039724,NOSTRIN,3.749315956,7.578431339,18.4067572,1.2804E-24,6.8904E-22,45.83748956
8169931,NM_001282607,ARHGAP36,3.699099949,6.695636649,19.95891704,3.03004E-26,2.52228E-23,49.52540142
8048639,NM_002191,INHA,3.673583544,8.115755067,13.77612196,4.12157E-19,4.86652E-17,33.2588733
8122071,NM_005021,ENPP3,3.620107117,7.037118177,16.66441079,1.14016E-22,3.58149E-20,41.39796333
7946579,NM_006691,LYVE1,3.617193443,8.380095241,11.39273088,7.75505E-16,3.68885E-14,25.74212726
8129804,NM_005923,MAP3K5,3.616041121,7.612846978,31.88785195,3.77584E-36,2.51449E-32,71.5425396
8089259,NA,NA,3.585578916,5.372227219,17.40331987,1.63396E-23,5.78785E-21,43.32132482
7954196,NM_001260511,MGST1,3.471951081,6.288170947,10.92812261,3.66993E-15,1.47939E-13,24.19096584
8008646,NM_021626,SCPEP1,3.441976159,8.549886174,18.50278461,1.00887E-24,5.59875E-22,46.07269522
8077185,NM_000039,APOA1,3.424999708,8.802815242,11.54133731,4.7442E-16,2.38262E-14,26.23246178
7917649,NM_001195683,TGFBR3,3.416799376,9.3866007,14.33550885,7.79775E-20,1.16431E-17,34.91599792
8092726,NM_021101,CLDN1,3.391665997,7.849787273,15.2021974,6.37643E-21,1.31059E-18,37.40532351
8140967,NM_001193307,SAMD9,3.344856997,6.679239322,18.74928623,5.49459E-25,3.38802E-22,46.67211149
7951865,NM_000039,APOA1,3.327966608,8.759612121,11.58902148,4.05453E-16,2.09308E-14,26.38919537
8168205,NM_001170931,FOXO4,3.320568353,8.925072501,12.66091378,1.28184E-17,1.00901E-15,29.83424317
8029536,NM_001645,APOC1,3.306302256,7.218786263,10.3738288,2.42802E-14,7.90281E-13,22.30525284
8171892,NM_000475,NR0B1,3.252046586,6.735109644,24.45529503,1.88305E-30,4.82307E-27,58.98722913
7904408,NM_000198,HSD3B2,3.187574027,6.843642919,9.07900954,2.30206E-12,4.71993E-11,17.76365319
8083494,NM_000902,MME,3.076133823,8.568064766,12.70811462,1.10472E-17,8.94983E-16,29.98248622
8099967,NM_001098634,RBM47,3.075483013,8.148254791,21.2124608,1.72915E-27,2.13242E-24,52.33571912
7944769,NM_001286563,GRAMD1B,3.053957291,8.998017042,8.639847856,1.12045E-11,1.98761E-10,16.18589086
8041519,NM_144713,RMDN2,3.045363463,6.712832241,15.29716053,4.87321E-21,1.02698E-18,37.67241252
7945680,NR_002196,H19,3.024594349,12.25703894,11.63164809,3.5242E-16,1.86262E-14,26.52905651
7950810,NM_001162951,SYTL2,3.015660509,6.973061079,17.44273786,1.47552E-23,5.45892E-21,43.42221872
7896698,NA,NA,2.997451052,7.865330601,11.37818275,8.13848E-16,3.84379E-14,25.69397252
8098195,NM_006745,MSMO1,2.996979089,9.615966341,8.27597678,4.2082E-11,6.51118E-10,14.86734828
7950899,NM_022337,RAB38,2.982333653,8.035782226,31.42692281,7.83795E-36,4.34967E-32,70.85380612
7993756,NM_005622,ACSM3,2.976801311,7.811375449,11.93268554,1.31824E-16,7.8381E-15,27.51007326
8164077,NM_004959,NR5A1,2.958405492,8.223158374,19.63873839,6.43857E-26,5.06241E-23,48.78410036
8101648,NM_016245,HSD17B11,2.956023843,8.847478596,18.52860819,9.46387E-25,5.34099E-22,46.13578347
8045539,NM_001032998,KYNU,2.951441431,5.401592968,12.99688307,4.4757E-18,3.98469E-16,30.88305422
7930181,NM_020682,AS3MT,2.937077276,8.959649509,15.97675104,7.33848E-22,1.92401E-19,39.55188623
7970793,NM_181785,SLC46A3,2.933304026,6.242193115,10.84744516,4.82034E-15,1.87284E-13,23.91884442
8175177,NM_001170701,MBNL3,2.926476541,9.770354446,20.17313109,1.83947E-26,1.65537E-23,50.01591782
8103415,NM_001031700,FAM198B,2.926065749,9.137661926,14.60036963,3.59302E-20,6.05006E-18,35.68671958
8159096,NM_000787,DBH,2.922872778,7.158954352,15.70939187,1.53565E-21,3.67861E-19,38.81910906
8025303,NM_001144904,CLEC4M,2.870833015,7.281354821,10.47320098,1.72562E-14,5.82011E-13,22.64605986
7976322,NM_001275,CHGA,2.853546806,6.89936572,14.73350619,2.44182E-20,4.39488E-18,36.07079758
7933842,NM_178505,TMEM26,2.842725716,8.149225467,17.85354352,5.14632E-24,2.2547E-21,44.46362466
8070538,NM_015500,C2CD2,2.818398471,7.513171893,15.79302463,1.21785E-21,3.02618E-19,39.04924682
8025828,NM_000527,LDLR,2.807232772,9.350317646,8.425843043,2.43708E-11,3.99544E-10,15.41151557
8115261,NM_015621,CCDC69,2.794045423,7.819184957,11.54792504,4.64227E-16,2.35272E-14,26.25413253
8162531,ENST00000396160,MT1P1,2.793813051,9.216311431,12.76914687,9.11865E-18,7.53409E-16,30.17373593
7896716,NA,NA,2.786786239,8.459769937,12.38453061,3.07952E-17,2.14516E-15,28.96034121
8111915,NM_001085486,SEPP1,2.740354947,7.906470834,12.6376359,1.37952E-17,1.07573E-15,29.76102702
8116983,NM_001040280,CD83,2.737364456,8.061415242,18.3172325,1.60032E-24,8.19781E-22,45.61734748
7955797,NM_001164690,AMHR2,2.7349473,7.942732848,29.30849035,2.55808E-34,1.0647E-30,67.54871765
8035304,NM_004335,BST2,2.734243346,7.577296529,18.90402612,3.76347E-25,2.50624E-22,47.04521968
8129637,NM_004665,VNN2,2.727860034,5.19626554,16.72072853,9.81187E-23,3.1719E-20,41.54672759
8078397,NM_178868,CMTM8,2.716417775,7.377611779,20.23263689,1.6025E-26,1.48218E-23,50.15141068
7933750,NM_194298,SLC16A9,2.694514559,7.937869972,12.52551617,1.96687E-17,1.45535E-15,29.40737928
8163063,NM_001286974,CTNNAL1,2.687553916,8.607230392,21.73034065,5.50753E-28,8.33564E-25,53.45572186
8018236,NM_001258012,FDXR,2.686393423,8.241525836,19.23809502,1.67566E-25,1.16239E-22,47.8425017
8066461,NM_006809,TOMM34,2.645573903,8.466608979,23.19996106,2.40568E-29,5.00638E-26,56.51154029
8060805,NM_001819,CHGB,2.640707368,6.789728434,9.698218786,2.55167E-13,6.55577E-12,19.95790471
8095646,NM_001134,AFP,2.634235859,8.373818909,2.36153745,0.021924904,0.044158814,-4.671284493
7954810,NM_198578,LRRK2,2.631861653,6.39397362,14.78715745,2.09113E-20,3.80482E-18,36.22494526
7937772,NA,NA,2.629320495,9.424694403,11.12619483,1.88546E-15,8.12163E-14,24.85559962
8044700,NM_001004360,DPP10,2.627100315,8.569229388,11.74347043,2.4425E-16,1.37844E-14,26.89483603
7950067,NM_001163817,DHCR7,2.622414221,9.25818347,7.620080105,4.67085E-10,5.74955E-09,12.47168474
8029530,NM_000041,APOE,2.620458352,9.120787412,15.51573871,2.63522E-21,6.00992E-19,38.28299208
7932254,NM_001291494,ITGA8,2.618484444,8.703995805,9.363271835,8.34536E-13,1.89676E-11,18.77571006
7966690,NM_005996,TBX3,2.606623225,8.674044753,14.09394922,1.59275E-19,2.12135E-17,34.20531761
8167027,NM_001282848,RGN,2.603024543,6.026372711,16.39162478,2.37131E-22,6.57978E-20,40.67223479
8092534,NM_080652,TMEM41A,2.600453054,8.951632042,20.44358443,9.85295E-27,9.4373E-24,50.62907417
8105229,NM_015946,PELO,2.597555663,8.125011402,20.54354944,7.83538E-27,8.15296E-24,50.85399491
7966600,NM_024959,SLC8B1,2.575661323,7.412304459,12.55693846,1.78046E-17,1.33689E-15,29.50665779
8023401,NM_001143829,CCDC68,2.552402439,6.612553259,15.45573952,3.11791E-21,6.96759E-19,38.11596811
7943882,NM_000317,PTS,2.551882408,8.67815778,24.67650824,1.21575E-30,3.68008E-27,59.41136941
8129458,NM_033515,ARHGAP18,2.548595207,8.025502894,21.45843294,1.00148E-27,1.38117E-24,52.87057812
8044391,NM_006343,MERTK,2.543634527,8.746582482,22.97383196,3.85292E-29,7.12726E-26,56.05272917
8027402,NM_001238,CCNE1,2.541826072,7.490907258,19.28412985,1.50011E-25,1.08585E-22,47.95149545
8148049,NM_002514,NOV,2.54134487,7.589250675,14.37754408,6.89149E-20,1.04623E-17,35.03890923
7921916,NM_001195303,RGS5,2.53252383,8.607239024,11.16256408,1.66932E-15,7.28486E-14,24.97709986
8127087,NM_000847,GSTA3,2.529029802,6.279782498,9.168599138,1.67055E-12,3.53394E-11,18.08344537
8133670,NM_000941,POR,2.526722454,8.907763571,11.56041183,4.4551E-16,2.26822E-14,26.29519323
8104625,ENST00000503199,HSPD1P1,2.523169845,5.666034977,14.56104603,4.02889E-20,6.60837E-18,35.57285115
8020347,ENST00000391027,RNU6-316P,2.515170679,6.079274462,10.11854284,5.86923E-14,1.74178E-12,21.42438832
7982341,NM_000746,CHRNA7,2.506885418,7.718315691,12.12723253,7.0257E-17,4.52485E-15,28.13777848
8098439,NM_002354,EPCAM,2.50353883,8.33340121,14.36575747,7.13426E-20,1.07004E-17,35.00446772
8047228,NM_001100819,MOB4,2.496793976,8.62577047,11.40295048,7.49667E-16,3.57105E-14,25.77593822
8135734,NM_001105533,CPED1,2.485788326,8.165420159,10.16982151,4.91266E-14,1.48436E-12,21.60193421
7906919,NM_001102445,RGS4,2.443566344,7.526319343,8.408817026,2.59289E-11,4.2156E-10,15.34976801
8167449,NM_002668,PLP2,2.438178009,9.067765941,10.26614574,3.51997E-14,1.10683E-12,21.93462109
8111772,NM_001244871,DAB2,2.436883507,8.890086256,11.18049687,1.57215E-15,6.90607E-14,25.03694698
7964834,NM_001005502,CPM,2.435980513,6.327641814,10.99691815,2.91042E-15,1.21135E-13,24.42236854
8051998,NM_001171506,MCFD2,2.432200619,8.457283839,25.71486859,1.62833E-31,6.02427E-28,61.35602871
8068192,NM_001285394,MRAP,2.430251769,6.592696817,15.51975636,2.60574E-21,5.98368E-19,38.2941607
7950906,NM_001114173,CTSC,2.42762719,8.914509298,13.46098753,1.07133E-18,1.14333E-16,32.30757583
8100808,NM_005420,SULT1E1,2.413578985,8.63354804,5.857416082,3.09367E-07,2.08691E-06,6.035048425
8042468,NM_001153,ANXA4,2.406475584,7.718338094,12.66542301,1.26374E-17,9.97126E-16,29.84841791
8141206,NM_018842,BAIAP2L1,2.404505686,7.000931744,11.64413542,3.38256E-16,1.79919E-14,26.56998388
8101957,NM_001159694,EMCN,2.403399499,7.872117096,7.234879752,1.93632E-09,2.09739E-08,11.05832432
8111490,NM_000949,PRLR,2.398807009,6.18837421,10.53950525,1.37492E-14,4.72454E-13,22.87279919
8166632,NM_000167,GK,2.393274347,7.757747519,8.282019854,4.1164E-11,6.38464E-10,14.88931853
8048926,ENST00000396563,SP140L,2.390997485,5.656212824,17.73811476,6.90656E-24,2.8869E-21,44.17285708
8095628,NM_000477,ALB,2.389704632,6.584606119,2.689925236,0.009547975,0.021593352,-3.920959787
8055702,NM_004688,NMI,2.388687511,5.510560704,12.03452964,9.4767E-17,5.83264E-15,27.83928979
8098344,ENST00000502896,HAND2-AS1,2.379887233,7.340114232,6.81941795,8.99731E-09,8.46281E-08,9.533780878
8149592,NM_001135691,SLC18A1,2.371841256,5.954171964,13.89159437,2.91345E-19,3.60629E-17,33.60423596
8057887,NM_004226,STK17B,2.368191173,8.341573439,15.25038349,5.56253E-21,1.1576E-18,37.54098765
8039389,NM_002842,PTPRH,2.363356239,6.723395855,14.12370928,1.45802E-19,1.98154E-17,34.29327525
8065444,NM_001252675,ACSS1,2.359044757,7.925258711,12.37921933,3.13213E-17,2.17668E-15,28.94344918
8141342,NM_000765,CYP3A7,2.34153234,4.735407261,5.870803948,2.94634E-07,1.9948E-06,6.083159548
8161755,NM_000689,ALDH1A1,2.340103118,8.353125715,12.60023343,1.55253E-17,1.18838E-15,29.64323565
8174103,NM_000167,GK,2.337416199,8.983048914,8.215255865,5.25301E-11,7.97944E-10,14.64646775
8064808,NM_005116,SLC23A2,2.330192968,8.394559301,14.7189277,2.54705E-20,4.48725E-18,36.02884928
7923582,ENST00000479457,HSPE1P6,2.321112338,7.537573584,11.53170263,4.89737E-16,2.44479E-14,26.20075782
8142585,NM_001009571,CADPS2,2.316390963,7.21287919,17.5583117,1.09516E-23,4.29004E-21,43.71705799
7957835,NM_001206977,NR1H4,2.315966983,5.327579558,9.478757011,5.53898E-13,1.2979E-11,19.18461755
7957023,NM_000239,LYZ,2.315486895,6.390658802,5.261611426,2.65403E-06,1.48398E-05,3.921323086
8156783,NM_001855,COL15A1,2.31296958,8.058944897,9.628321234,3.26428E-13,8.1966E-12,19.71216442
8121649,ENST00000487683,RFX6,2.309535883,4.289793445,9.379065035,7.88979E-13,1.80059E-11,18.83170921
8022531,NM_000271,NPC1,2.308164599,8.49900536,8.773579429,6.90752E-12,1.27778E-10,16.66804414
8180268,NA,NA,2.30126999,10.03095164,9.184202834,1.57993E-12,3.35718E-11,18.13906668
8078619,NM_002207,ITGA9,2.299645428,9.232010549,11.67522101,3.05446E-16,1.65642E-14,26.67177959
8169492,NM_000686,AGTR2,2.299432679,5.728951734,12.67996032,1.20714E-17,9.63888E-16,29.89409756
7957654,NM_152435,AMDHD1,2.298195328,6.762677437,7.89148228,1.72048E-10,2.34686E-09,13.46530115
8041542,NM_138801,GALM,2.294879501,7.256036766,16.26011317,3.38529E-22,9.23935E-20,40.31927713
7938880,NM_001098523,HTATIP2,2.293034483,6.014828465,7.195180422,2.24238E-09,2.39232E-08,10.91257814
8047300,NM_001159,AOX1,2.292384254,5.807905461,7.545794555,6.14254E-10,7.39972E-09,12.19932271
7929012,ENST00000371922,STAMBPL1,2.291774627,6.352411385,15.30015564,4.83214E-21,1.02481E-18,37.68081848
7935521,NM_021732,AVPI1,2.287714993,7.100144393,9.986926351,9.27899E-14,2.65432E-12,20.96730668
8026971,NM_006332,IFI30,2.276777284,7.246819649,11.51477127,5.17877E-16,2.57369E-14,26.14501437
8027837,NM_001185099,CD22,2.271461463,7.504389364,10.85620104,4.6796E-15,1.82455E-13,23.94841675
8080487,NM_006254,PRKCD,2.271097096,7.734942598,13.49592719,9.63067E-19,1.04795E-16,32.41368314
7913593,NM_003196,TCEA3,2.267749522,8.676335611,9.8666727,1.41253E-13,3.87557E-12,20.54798081
7917530,NM_004120,GBP2,2.251691119,5.527009409,8.187172284,5.82088E-11,8.77798E-10,14.54423602
7980636,NM_183387,EML5,2.24693657,7.190123845,8.918145429,4.10196E-12,7.98731E-11,17.18762149
7951351,NM_025208,PDGFD,2.246859809,7.605152607,11.19354384,1.50507E-15,6.65528E-14,25.08046301
8141094,NM_002612,PDK4,2.2453192,7.120513125,8.681014965,9.65283E-12,1.72801E-10,16.33446379
8127854,NM_002395,ME1,2.235682814,7.673884824,8.466294392,2.10359E-11,3.49866E-10,15.55813938
8018038,NM_018672,ABCA5,2.225974355,8.097839603,12.16664272,6.18847E-17,4.04828E-15,28.26433245
8142270,ENST00000379022,NRCAM,2.219693004,7.806716526,9.713848227,2.41511E-13,6.25086E-12,20.01278223
7917532,NM_004120,GBP2,2.218268823,5.636060593,8.804778281,6.17177E-12,1.15515E-10,16.78032177
8057677,NM_014585,SLC40A1,2.209579534,9.410612679,10.85994064,4.62076E-15,1.81022E-13,23.96104407
8023855,NM_001190807,CYB5A,2.207156679,9.192949317,11.51915449,5.10439E-16,2.54052E-14,26.15944887
8023121,NM_013305,ST8SIA5,2.203850622,6.42418223,14.86535199,1.66922E-20,3.07073E-18,36.44896562
8129985,NM_001080951,PLAGL1,2.20135331,9.793227466,17.97819468,3.75139E-24,1.71109E-21,44.77601758
7903144,NM_001114106,SLC44A3,2.189723481,7.18947835,12.65478459,1.30686E-17,1.02628E-15,29.81497186
8157216,NM_003358,UGCG,2.185560128,8.466927629,21.17566438,1.87716E-27,2.23228E-24,52.25524983
8058498,NM_003468,FZD5,2.178588936,7.269399408,16.5773469,1.43905E-22,4.31677E-20,41.16726743
8020955,NM_017947,MOCOS,2.178542345,6.335036318,9.628117333,3.26663E-13,8.1966E-12,19.71144681
7917954,NM_001013660,FRRS1,2.16615048,7.293384183,9.826292817,1.62718E-13,4.38352E-12,20.4068162
7967034,NM_000928,PLA2G1B,2.165201112,5.973412995,13.90046283,2.83705E-19,3.52483E-17,33.63068931
8127094,NM_001512,GSTA4,2.164158441,8.742502735,14.62748695,3.32061E-20,5.72882E-18,35.76512921
8071809,NM_000854,GSTT2,2.157798297,7.576163699,5.568006855,8.84023E-07,5.43488E-06,5.001059923
8074962,NM_000854,GSTT2,2.157798297,7.576163699,5.568006855,8.84023E-07,5.43488E-06,5.001059923
7957458,NM_006183,NTS,2.156278635,5.291312492,4.361828063,6.01895E-05,0.000250449,0.877681228
8080511,NM_000720,CACNA1D,2.147065861,7.411317815,12.82472754,7.66008E-18,6.44085E-16,30.34747745
8123598,NM_030666,SERPINB1,2.14482024,6.920910983,12.14112231,6.71828E-17,4.3606E-15,28.18240454
8045776,NM_052917,GALNT13,2.144729596,6.63333227,9.979019464,9.53846E-14,2.7192E-12,20.93978492
8147848,NM_018002,OXR1,2.144135638,7.5161574,15.26641611,5.31577E-21,1.1132E-18,37.58606313
7931754,NM_004508,IDI1,2.141984526,9.310125726,6.642161581,1.73207E-08,1.52492E-07,8.884585298
8143279,NM_020119,ZC3HAV1,2.136014869,8.232922604,12.75768713,9.45278E-18,7.77159E-16,30.13786311
8122045,NM_004842,AKAP7,2.13576265,6.651940623,13.77297199,4.16085E-19,4.89554E-17,33.24942808
8039353,NM_000363,TNNI3,2.13152489,7.783359838,7.364536434,1.19927E-09,1.36194E-08,11.53428144
8122426,NM_001100164,PHACTR2,2.125670753,8.117260013,13.32558054,1.62127E-18,1.64584E-16,31.8948615
7903358,NM_001078,VCAM1,2.122492091,7.973705259,6.552649731,2.41034E-08,2.04946E-07,8.557263293
8094609,NM_138389,FAM114A1,2.121440138,8.377334685,9.856401891,1.46426E-13,3.99381E-12,20.51209195
7928589,ENST00000472580,PPIF,2.120969003,8.722509679,9.471590514,5.68145E-13,1.32941E-11,19.15928177
7968678,NM_207361,FREM2,2.115197003,9.19783148,4.517255965,3.56058E-05,0.000156037,1.386735071
7936507,XM_005269556,C10orf82,2.114514182,7.836990945,19.70626038,5.48805E-26,4.45696E-23,48.9412516
8092707,NM_018192,LEPREL1,2.099273124,8.391323252,11.10550587,2.02083E-15,8.62661E-14,24.78640853
8123695,NM_001166010,ECI2,2.095830919,8.22764945,16.23384438,3.63563E-22,9.84191E-20,40.24853376
7928872,NM_003087,SNCG,2.092987671,7.581352138,16.85857622,6.8041E-23,2.26556E-20,41.90932872
8092177,NM_001146276,NCEH1,2.091315411,6.785668853,10.9719838,3.16537E-15,1.3012E-13,24.33856707
8117476,NM_001242803,BTN3A3,2.091314263,6.48152806,13.57447332,7.58395E-19,8.47392E-17,32.6516389
7976812,NR_003232,SNORD113-4,2.08826926,9.468546334,10.71230991,7.62456E-15,2.81146E-13,23.46123269
8169186,NM_017752,TBC1D8B,2.086525096,6.731836823,12.94958957,5.1857E-18,4.52011E-16,30.73631083
7926506,NM_000724,CACNB2,2.084555093,7.967329164,11.77470551,2.20538E-16,1.24885E-14,26.99671856
8041508,NM_012413,QPCT,2.084285051,6.033216402,9.305618268,1.02456E-12,2.28959E-11,18.57107427
7942771,AK096213,FLJ38894,2.080464514,7.976756875,8.423404488,2.4588E-11,4.01918E-10,15.40267297
8132503,NM_004760,STK17A,2.076783397,7.620673023,12.90338202,5.9897E-18,5.15347E-16,30.59265391
8095376,ENST00000262499,MT2P1,2.072243087,9.787448513,13.01042679,4.29112E-18,3.8409E-16,30.92502403
8090018,NM_001146102,PARP9,2.064835555,6.211553223,10.39541824,2.25418E-14,7.38026E-13,22.37939609
8041048,NM_005253,FOSL2,2.062059211,7.470931536,14.44438975,5.66477E-20,8.89716E-18,35.23390526
8078386,NM_015141,GPD1L,2.050595791,7.089231076,7.392592923,1.08122E-09,1.23844E-08,11.63725495
8106280,NM_000859,HMGCR,2.042205637,10.52411855,7.149652703,2.65342E-09,2.7826E-08,10.74543639
8163505,NM_031219,HDHD3,2.037898028,7.374694048,18.40593866,1.28301E-24,6.8904E-22,45.83548055
7930170,NM_001136200,C10orf32,2.033799434,6.355141264,17.43189691,1.51747E-23,5.48211E-21,43.39448735
8077376,NM_001099952,ITPR1,2.030232517,8.0099537,11.22581487,1.3513E-15,6.03951E-14,25.18800492
7979269,NM_000161,GCH1,2.030096069,5.924657914,16.64591715,1.19787E-22,3.72763E-20,41.3490329
8117435,NM_001197247,BTN3A2,2.028366233,6.546246273,10.6400937,9.75063E-15,3.5096E-13,23.21576487
7943319,NM_001243271,CNTN5,2.027228341,6.510575749,9.09129701,2.20291E-12,4.5362E-11,17.80755742
7991209,NM_022163,MRPL46,2.026906445,8.528277238,16.41574586,2.22189E-22,6.32326E-20,40.7367538
8106210,NM_001080479,ARHGEF28,2.023332344,7.285489954,18.66587816,6.74437E-25,4.01013E-22,46.46998677
8095362,ENST00000262499,MT2P1,2.015902923,10.01554473,12.82486614,7.65676E-18,6.44085E-16,30.34791021
8151471,NM_014018,MRPS28,2.008208275,7.250433937,16.52023502,1.67727E-22,4.89895E-20,41.01546292
7961900,NM_002223,ITPR2,2.002004641,8.262132478,17.56659539,1.07206E-23,4.24957E-21,43.73813434
8167185,ENST00000218388,TIMP1,1.996784975,10.16317953,12.72880659,1.03509E-17,8.44743E-16,30.04738101
8129677,NM_001143677,SGK1,1.996434211,7.032853152,11.07295986,2.25396E-15,9.56052E-14,24.67745393
8106354,NM_001285460,IQGAP2,1.991891539,8.016260404,9.53871862,4.47961E-13,1.08242E-11,19.39639416
8091078,NM_002899,RBP1,1.991134246,9.462099409,19.63229271,6.53764E-26,5.06241E-23,48.76907558
8159992,NM_024896,ERMP1,1.990652382,9.329994645,12.66966231,1.24696E-17,9.86527E-16,29.86174164
8089448,NM_018189,DPPA4,1.9902489,7.627746608,14.50530135,4.74041E-20,7.66221E-18,35.41109878
8082100,ENST00000460683,PARP14,1.988583561,7.575162746,13.12109066,3.04446E-18,2.84751E-16,31.26705403
7978272,NM_014430,CIDEB,1.98288573,6.721973633,17.73644301,6.93612E-24,2.8869E-21,44.16863537
8046906,NM_001252668,GULP1,1.982632881,7.207879905,11.12425092,1.89778E-15,8.16414E-14,24.8491008
8005603,NM_018242,SLC47A1,1.974868648,6.665825396,6.673184898,1.54455E-08,1.37731E-07,8.998117943
8094911,NM_020453,ATP10D,1.968903083,8.709832461,15.88919297,9.33761E-22,2.3377E-19,39.3128458
8140864,NM_000786,CYP51A1,1.966964958,9.025004798,8.300335061,3.85028E-11,6.0171E-10,14.95589162
8102532,NM_001083,PDE5A,1.965650265,8.302621419,8.315058189,3.64894E-11,5.73561E-10,15.00939282
7976795,ENST00000398461,MEG3,1.958133841,9.409450694,11.16451169,1.65848E-15,7.24705E-14,24.98360159
7913682,NM_000191,HMGCL,1.957795475,7.756788124,18.64620506,7.0791E-25,4.13531E-22,46.42220871
7976818,NR_003198,SNORD114-6,1.949572466,7.31535076,3.783588777,0.000396509,0.001338054,-0.936933547
7924342,NM_018713,SLC30A10,1.949390366,6.540043641,6.893790155,6.83436E-09,6.59032E-08,9.80647564
8065992,NM_001198989,NFS1,1.947679301,8.318846052,17.42842031,1.53118E-23,5.48211E-21,43.38559142
7933194,NM_000609,CXCL12,1.941500432,9.439587819,6.598336673,2.0363E-08,1.76478E-07,8.724279255
7985662,NM_002605,PDE8A,1.934199839,7.969843812,15.91778716,8.63027E-22,2.21048E-19,39.39101036
8086754,NM_012235,SCAP,1.928613756,8.968110166,11.83271719,1.82496E-16,1.052E-14,27.18560445
7962579,NM_001143668,AMIGO2,1.926160314,7.262699554,15.1803356,6.7846E-21,1.37748E-18,37.34367935
