"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBXO32",425.381423829329,-2.48710956125491,0.134027391164386,-18.5567259024272,7.19586946456831e-77,1.90053983127656e-74
"HMGA2",895.800591033125,-2.02085055209221,0.109177311667346,-18.5098031928975,1.72128370330357e-76,4.48862855338694e-74
"GRIP2",75.6647662692131,-3.20785356485654,0.17394320658785,-18.4419594635702,6.0508203487003e-76,1.55816187504469e-73
"RNASE7",52.1641030395003,-4.91712355424417,0.266645479380205,-18.4406784831815,6.19588824349187e-76,1.5758209099281e-73
"IGFL2",119.156584142217,-3.29908152205421,0.181191076906916,-18.2077482973903,4.47996524781189e-74,1.12550931792894e-71
"HOXB2",184.261577316839,-3.97514649771068,0.220879348495973,-17.9969133591643,2.0598349304121e-72,5.11260956643611e-70
"TPX2",4466.01249859185,1.50507664105183,0.0836665113581562,17.9889972298349,2.37618839727707e-72,5.82760204432202e-70
"GLUL",272.534063862767,-2.2610694428227,0.126323932275652,-17.8989792519189,1.20103065398018e-71,2.91087441207597e-69
"PARD6G",934.248726521267,-1.72573741663588,0.0966005266375988,-17.8646791762333,2.22205957198954e-71,5.32286619099494e-69
"AL589743.1",8758.75261287694,-1.06358474955402,0.0596584443801777,-17.827899480185,4.29247620814273e-71,1.016428762804e-68
"DCLRE1B",1203.68503395712,0.97271838777993,0.054629893089585,17.8056066517431,6.39357165867522e-71,1.49674965614055e-68
"AREG",195.527599069987,-1.62423319670725,0.0915377346038283,-17.7438649070448,1.92245513454956e-70,4.44994362099501e-68
"RFC5",1045.96876421616,1.48897514396623,0.0840689660650205,17.711353114711,3.42733126741561e-70,7.84516127111433e-68
"PCDHGC5",139.60508386847,-3.87217331278282,0.218751229853044,-17.7012641957905,4.09999448545677e-70,9.28175674669175e-68
"FUCA1",918.918329985805,-1.56710321935037,0.0889071735448997,-17.6262854488221,1.54809669281272e-69,3.46655869224292e-67
"CDCA8",1948.23711665338,1.20917562059605,0.068633427995815,17.6178817801405,1.79605078864918e-69,3.97854218246901e-67
"GTSE1",2198.97309527201,1.07111992810297,0.0609754640820056,17.5664087880073,4.45495920504436e-69,9.76346963650201e-67
"KANK3",146.720164252921,-4.45065049981233,0.253734250648032,-17.5405980408457,7.01848900795848e-69,1.52197781108371e-66
"TMPRSS3",103.527608267216,2.72231246168562,0.155920076522133,17.4596660186938,2.90629441880483e-68,6.23672617935399e-66
"MCC",534.10391838107,-1.99984526440213,0.114616616653126,-17.4481268318575,3.5570782764271e-68,7.55457418274998e-66
"AMPH",882.962980565726,1.42044553604362,0.0816818268045835,17.3899824674822,9.82642995122178e-68,2.06565595331755e-65
"ORAI3",320.790926084052,-2.15527125181768,0.124498804681578,-17.311581884903,3.84699015381819e-67,8.00523678371804e-65
"CD200",137.892102668996,2.26206322365638,0.130772688178498,17.2976732004529,4.89774131571359e-67,1.00898368845016e-64
"PADI4",39.3669080982031,-5.49858103438432,0.320697046285003,-17.1457177360397,6.76582906857499e-66,1.38002816476944e-63
"BIRC5",4377.49808854301,1.63066057823734,0.0953773289271246,17.0969411345466,1.56400485175206e-65,3.15882979911217e-63
"PSTPIP2",184.173105931151,-2.67995417687415,0.157520450850673,-17.0133729455529,6.53639044353087e-65,1.30734154880757e-62
"THSD1",141.023592103155,-1.92614152421028,0.113345862317184,-16.9934877624401,9.17665671933753e-65,1.81777216418339e-62
"LCK",68.5410477033362,2.91422390125451,0.171511403892087,16.991429345935,9.50445670861578e-65,1.86477440623042e-62
"SERPINE1",3521.54606197516,-1.68471050713741,0.0995019917583028,-16.9314249631273,2.63912972681463e-64,5.12912372661399e-62
"PCDH7",1001.29605568135,-1.50982709153631,0.0899091033792473,-16.7928166869564,2.75455783278239e-63,5.30342485169627e-61
"LPL",319.125019417613,1.84552950783481,0.110068336499135,16.7671245567459,4.24563142942283e-63,8.09854195162406e-61
"OS9",3581.05234885832,-1.02761696039557,0.061410991936953,-16.73343693016,7.47949173274311e-63,1.41362393748845e-60
"ACTA2",243.441247773902,-3.69142037462171,0.220772981853495,-16.7204353704446,9.30370699293988e-63,1.74241516146868e-60
"FEZ1",159.722890741617,-2.11714918543524,0.126689496534746,-16.7113236956828,1.08402259209357e-62,2.01188733510988e-60
"GSK3B",1441.78557348762,-0.912491448307924,0.0547052854479331,-16.6801332053446,1.82810827695393e-62,3.36257666192213e-60
"OPCML",56.9119642519277,-3.28944164479779,0.19741144177749,-16.6628722994964,2.44018773634716e-62,4.44869978375999e-60
"CDCA5",3142.0963715888,1.31778197701399,0.0792395014141359,16.630366843511,4.20014802414627e-62,7.59010960047695e-60
"CT45A1",292.714695896779,-3.59146593761328,0.216180200123357,-16.6132973119829,5.58378178962986e-62,1.00027381433187e-59
"NCAPH",1987.74226779927,1.55564354521763,0.0937728105626607,16.5894947147619,8.30158267161391e-62,1.47431814325792e-59
"MYH16",70.6321376459795,-3.52856439836738,0.212987637377855,-16.5669915954204,1.2071605600132e-61,2.1255311706694e-59
"CNOT9",2062.76789541267,1.13468657886815,0.0686521172646711,16.5280638686444,2.30427063621365e-61,4.02290503191842e-59
"CIT",1297.50636006642,1.5949744638676,0.0965190684609143,16.524967442195,2.42570778852926e-61,4.19932824802448e-59
"GINS3",845.552770966512,1.03261014424291,0.0626378210748095,16.4854097177111,4.67117413143891e-61,8.01923819014775e-59
