"","HET_DMSO_1","HET_DMSO_2","HET_DMSO_3","HET_DMSO_4","HET_ETOPO_1","HET_ETOPO_2","HET_ETOPO_3","HET_ETOPO_4","HOM_DMSO_1","HOM_DMSO_2","HOM_DMSO_3","HOM_DMSO_4","HOM_ETOPO_1","HOM_ETOPO_2","HOM_ETOPO_3","HOM_ETOPO_4","KO_DMSO_1","KO_DMSO_2","KO_DMSO_3","KO_DMSO_4","KO_ETOPO_1","KO_ETOPO_2","KO_ETOPO_3","KO_ETOPO_4","PAR_DMSO_1","PAR_DMSO_2","PAR_DMSO_3","PAR_DMSO_4","PAR_ETOPO_1","PAR_ETOPO_2","PAR_ETOPO_3","PAR_ETOPO_4"
"AC006927.4",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006927.5",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.91765678852678,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.7105660964357,4.42585021586179,4.42585021586179,4.42585021586179
"AC006946.1",4.42585021586179,4.71520621980911,4.42585021586179,4.42585021586179,4.71171786154897,4.42585021586179,4.42585021586179,4.70163077853455,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.74721195816052,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73078273785409
"AC006960.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006965.1",4.42585021586179,4.42585021586179,4.42585021586179,4.83843521152867,4.71171786154897,4.86968785967273,4.42585021586179,4.42585021586179,4.42585021586179,4.80507212230142,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.69796923727191,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.739727080468,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006967.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71171786154897,4.42585021586179,4.70573240862659,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71233373780963,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006970.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.72909559595872,4.42585021586179,4.42585021586179,4.42585021586179,4.82785121484439,4.42585021586179,4.42585021586179,4.42585021586179
"AC006970.2",4.83601012841556,4.83438131884782,4.71642591407183,4.9303114338013,4.91938781573719,4.86968785967273,4.42585021586179,4.81527358915454,4.42585021586179,4.42585021586179,5.13224306457496,5.06201118685367,4.9031667187163,4.70574617815254,5.03078777615517,4.83033895910104,5.03531842031005,4.87939454727421,5.09807483290234,4.99100481317069,4.8469017684555,4.71533070100684,4.82112335813935,4.82805204073547,5.0290547342852,4.83840470438081,5.1033444453886,4.86887238398699,5.22230326698287,4.96267386560027,5.00281164857426,5.2239140160861
"AC006971.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71171786154897,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70226466015507,4.42585021586179,4.69796923727191,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73697337956034,4.71576912973054,4.42585021586179
"AC006978.1",5.23816267313763,4.92537106047988,4.92746275418328,5.33637806841208,5.27264868338709,4.86968785967273,5.20906513662174,5.0963501121801,5.19706344151106,4.96062930413266,4.42585021586179,4.42585021586179,5.04022462094634,5.04786959418567,4.8101184328444,5.06232569148078,5.16959300551335,5.63715894942564,5.41261729408663,5.39279706380864,5.08812600440012,5.23533834621492,5.55298210774324,5.39585830835804,5.57209042865002,5.24281396174961,4.95254061177966,5.30186025762009,5.39538839486895,5.29437073259549,5.23653710906127,5.16602577916003
"AC006978.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.82947220351568,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,5.06201118685367,4.42585021586179,4.82106701061547,5.1395765161041,4.42585021586179,4.95463392940872,4.98019996110515,4.42585021586179,4.42585021586179,5.47956149185744,4.42585021586179,4.42585021586179,5.22269384365469,4.85392180250892,4.42585021586179,4.85668058281414,4.42585021586179,4.42585021586179,5.11628396254819,4.92633643452849,4.42585021586179
"AC006986.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006987.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006989.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC006994.1",4.42585021586179,4.42585021586179,4.42585021586179,4.71808717844915,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.75352790902819,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.7105660964357,4.42585021586179,4.42585021586179,4.42585021586179
"AC007000.1",5.23816267313763,5.44929229025286,5.45344699590693,5.24287320986606,5.06097470278751,5.4928343794401,5.25534131665742,5.43838867454365,5.13123367723266,5.0789825574914,4.42585021586179,4.42585021586179,5.04022462094634,5.20910286745839,5.42542281873039,5.31895069379274,5.46663081332309,5.4241510099337,5.32146414352843,4.42585021586179,4.42585021586179,5.37058899449857,4.98312980369533,5.35596260585103,5.09905213804794,4.93027425731561,5.27826297888703,5.24680773364567,5.50500499850863,5.34538535226072,5.06985958021194,5.32760063707083
"AC007000.2",4.42585021586179,4.42585021586179,4.42585021586179,4.71808717844915,4.82947220351568,4.42585021586179,4.42585021586179,4.81527358915454,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71233373780963,4.73227906081427,4.74721195816052,4.42585021586179,4.42585021586179,4.42585021586179,4.71533070100684,4.42585021586179,4.42585021586179,4.42585021586179,4.71806549703537,4.73105708203077,4.42585021586179,4.91741199851932,4.73697337956034,4.71576912973054,4.73078273785409
"AC007012.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007016.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.87939454727421,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73105708203077,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73078273785409
"AC007040.2",6.6896603480954,6.65635146149631,6.72785553717012,6.7262956898218,6.8143343177489,7.19429590577166,7.13256172009626,7.19952387328693,7.04143727167632,7.34542003060275,6.85931805965472,7.5962420086976,7.2280029118624,6.88003126915401,7.10648837966712,6.88458610456271,6.84405170534525,7.33209880450192,7.04066312931523,7.01819183618266,6.86369934374495,6.82772632448182,6.78442974543922,6.98612450441852,6.9552800487623,6.7261533790771,6.97987327490054,6.917404064566,7.28468805289169,7.41561592621393,7.24235859887484,7.49325506137327
"AC007041.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.9948266999349,5.0511047603094,4.98302368379833,5.03883233338016,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,5.09786863432007,4.70574617815254,4.69796923727191,4.83033895910104,4.73227906081427,4.42585021586179,4.42585021586179,4.42585021586179,4.9406278589708,4.92558454524178,4.70578620775423,4.91765678852678,4.42585021586179,4.42585021586179,4.42585021586179,4.739727080468,4.7105660964357,4.73697337956034,4.92633643452849,4.42585021586179
"AC007064.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007064.3",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007064.4",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70574617815254,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71533070100684,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.83517343940229,4.42585021586179
"AC007066.1",4.42585021586179,4.71520621980911,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.87749071359426,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.74721195816052,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.83517343940229,4.42585021586179
"AC007068.1",5.07116319072633,4.42585021586179,4.42585021586179,5.29103741872919,4.82947220351568,5.0511047603094,5.34019120465744,5.0963501121801,4.42585021586179,5.17793435794953,4.42585021586179,4.42585021586179,5.2453023258922,5.04786959418567,4.69796923727191,5.17656207659807,5.03531842031005,4.42585021586179,4.42585021586179,4.75352790902819,5.25930658017147,5.41106709894042,4.70578620775423,5.22269384365469,4.42585021586179,5.07489365891016,4.42585021586179,5.0499646813251,4.99255601434583,5.0445509816903,5.00281164857426,5.50220962896791
"AC007068.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73697337956034,4.42585021586179,4.42585021586179
"AC007098.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70573240862659,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007115.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007136.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007151.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70573240862659,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.69796923727191,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007160.1",4.71636372333994,4.42585021586179,4.71642591407183,4.42585021586179,4.71171786154897,4.86968785967273,4.42585021586179,4.81527358915454,4.42585021586179,4.42585021586179,5.13224306457496,4.42585021586179,4.70226466015507,4.42585021586179,4.8101184328444,4.71233373780963,4.42585021586179,4.74721195816052,4.42585021586179,4.75352790902819,4.8469017684555,4.42585021586179,4.42585021586179,4.71070878734516,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.82785121484439,4.73697337956034,4.42585021586179,4.42585021586179
"AC007161.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71171786154897,5.0511047603094,4.70573240862659,4.81527358915454,4.74381493635865,4.42585021586179,4.42585021586179,4.42585021586179,4.97618231530609,4.82106701061547,5.03078777615517,4.71233373780963,4.42585021586179,4.74721195816052,4.42585021586179,4.42585021586179,5.25930658017147,5.00194767193684,4.98312980369533,4.9928373410671,4.42585021586179,4.71806549703537,4.42585021586179,4.42585021586179,4.42585021586179,5.11628396254819,4.83517343940229,5.03237456214963
"AC007161.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.86968785967273,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71233373780963,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71533070100684,4.42585021586179,4.82805204073547,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.82785121484439,4.73697337956034,4.42585021586179,4.42585021586179
"AC007179.3",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007182.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.81527358915454,4.74381493635865,4.42585021586179,4.42585021586179,4.42585021586179,4.81616598167582,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.74721195816052,4.72864906396572,4.42585021586179,4.42585021586179,4.83455648870379,4.70578620775423,4.71070878734516,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007192.1",6.67682206354478,5.6520004826286,7.99234523534147,6.92463813643967,6.80302234525296,4.42585021586179,6.31040151521221,7.3562507945293,8.11470675430357,8.35914623832491,7.28233010537949,8.89899284017158,7.23575728787677,6.63222865865956,6.53050715729524,6.54393381796778,7.33804476654816,8.88092309017535,6.50994921400663,7.88207578617228,4.42585021586179,7.09655064392062,7.06285594898796,6.60105290946744,6.90879813107324,7.49366149161719,6.95695100932597,6.9789305559922,7.20312330428065,5.77070814689565,6.90854681603695,5.6819287039915
"AC007204.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70573240862659,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007204.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007207.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.81527358915454,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.8469017684555,4.42585021586179,4.82112335813935,4.71070878734516,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.82785121484439,4.86500052943009,4.42585021586179,4.42585021586179
"AC007215.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.75352790902819,4.42585021586179,4.42585021586179,4.42585021586179,4.71070878734516,4.72909559595872,4.42585021586179,4.73105708203077,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007216.5",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007224.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.72909559595872,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007225.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70163077853455,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.69796923727191,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007225.2",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007229.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70226466015507,4.42585021586179,4.42585021586179,4.42585021586179,4.73227906081427,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.71070878734516,4.85392180250892,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73078273785409
"AC007237.1",4.42585021586179,4.42585021586179,4.42585021586179,4.71808717844915,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007238.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.70574617815254,4.69796923727191,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.88827115034937,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73105708203077,4.42585021586179,4.42585021586179,4.42585021586179,4.71576912973054,4.42585021586179
"AC007241.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.86968785967273,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.92558454524178,4.70578620775423,4.71070878734516,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.73078273785409
"AC007244.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
"AC007253.1",4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179,4.42585021586179
